PCC7942_PG_locus,PCC7942_NCBI-alias,PCC7942_alias,PCC7942_start,PCC7942_end,PCC7942_strand,gene_name,Annotation_description,Additional description,PCC7942_essentiality,PCC7942_regulatory_region_essentiality,PCC7942_uninterupted_upstream_length,cyano_conserved,greencut2_conserved,Notes on PG Annotation
SE_2127,SYNPCC7942_RS13805,Synpcc7942_2065,2141928,2142182,Reverse,,Pathogenicity locus,,non-essential,,,no,no,"UTEX 2973 and UTEX 3055 annotations changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2128,SYNPCC7942_RS10475,Synpcc7942_2066,2142279,2143310,Reverse,,"tRNA-U16,U17-dihydrouridine synthase",,non-essential,,,no,no,
SE_2129,SYNPCC7942_RS10480,Synpcc7942_2067,2143337,2144584,Forward,,NAD (P)/FAD-dependent oxidoreductase,,non-essential,,,no,no,
SE_2130,SYNPCC7942_RS10485,Synpcc7942_2068,2144549,2145103,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2131,SYNPCC7942_RS10490,Synpcc7942_2069,2145109,2146341,Reverse,pilC,type IV pilus assembly protein PilC,,non-essential,,,no,no,
SE_2132,SYNPCC7942_RS10495,Synpcc7942_2070,2146366,2147454,Reverse,pilT,twitching motility protein PilT,,non-essential,,,no,no,
SE_2133,SYNPCC7942_RS10500,Synpcc7942_2071,2147525,2149525,Reverse,pilB1,type IV pilus assembly protein PilB,,non-essential,,,no,no,
SE_2134,SYNPCC7942_RS10505,Synpcc7942_2072,2149802,2150425,Forward,grpE,molecular chaperone GrpE,,essential,non-essential,14,yes,no,
SE_2135,SYNPCC7942_RS10510,Synpcc7942_2073,2150530,2152497,Forward,dnaK1,molecular chaperone DnaK,,non-essential,,,no,no,
SE_2136,SYNPCC7942_RS10515,Synpcc7942_2074,2152639,2153769,Forward,dnaJ1,molecular chaperone DnaJ,,beneficial,,,yes,yes,
SE_2137,SYNPCC7942_RS10520,Synpcc7942_2075,2153766,2154017,Forward,,TusA-related sulfurtransferase,,essential,non-essential,0,no,no,
SE_2138,SYNPCC7942_RS10525,Synpcc7942_2076,2154014,2155066,Forward,rsgA,ribosome biogenesis GTPase,,beneficial,,,yes,no,
SE_2139,SYNPCC7942_RS10530,Synpcc7942_2077,2155133,2155549,Forward,,"Predicted thiol-disulfide oxidoreductase YuxK, DCC family",,non-essential,,,no,yes,
SE_2140,SYNPCC7942_RS10535,Synpcc7942_2078,2155927,2156565,Reverse,pgam,probable phosphoglycerate mutase,,non-essential,,,no,no,
SE_2141,SYNPCC7942_RS10540,Synpcc7942_2079,2156574,2157755,Reverse,ackA,acetate kinase,,non-essential,,,no,no,
SE_2142,SYNPCC7942_RS10545,Synpcc7942_2080,2158038,2160428,Forward,xfp,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,,non-essential,,,no,no,
SE_2143,SYNPCC7942_RS10550,Synpcc7942_2081,2160557,2161507,Reverse,wcaA,"Glycosyltransferase, GT2 family",,essential,non-essential,4,yes,no,
SE_2144,SYNPCC7942_RS10555,Synpcc7942_2082,2161587,2163575,Reverse,fus,translation elongation factor 2 (EF-2/EF-G),,non-essential,,,no,no,
SE_2145,SYNPCC7942_RS10560,Synpcc7942_2083,2163925,2164596,Forward,,"membrane protein, MarC family",,ambiguous,,,no,no,
SE_2146,SYNPCC7942_RS10565,Synpcc7942_2084,2164651,2165670,Reverse,chlG,chlorophyll synthase,,essential,non-essential,12,yes,yes,
SE_2147,SYNPCC7942_RS10570,Synpcc7942_2085,2165683,2166759,Reverse,,arsenite efflux ATP-binding protein ArsA,,non-essential,,,no,no,
SE_2148,SYNPCC7942_RS10575,Synpcc7942_2086,2166791,2166991,Reverse,,Protein of unknown function (DUF2862),,ambiguous,,,no,no,
SE_2149,SYNPCC7942_RS10580,Synpcc7942_2087,2167149,2167916,Forward,hisF,imidazole glycerol phosphate synthase subunit hisF,,essential,non-essential,2,yes,no,
SE_2150,SYNPCC7942_RS10585,Synpcc7942_2088,2168002,2168316,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2151,SYNPCC7942_RS10590,Synpcc7942_2089,2168671,2169585,Reverse,,Uncharacterized membrane protein,,essential,non-essential,0,yes,yes,
SE_2152,SYNPCC7942_RS10595,Synpcc7942_2090,2169842,2171179,Forward,thrA,homoserine dehydrogenase,,essential,non-essential,0,yes,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2153,SYNPCC7942_RS10600,Synpcc7942_2091,2171430,2173268,Forward,ndhF3,NAD(P)H-quinone oxidoreductase subunit 5,,beneficial,,,no,no,
SE_2154,SYNPCC7942_RS10605,Synpcc7942_2092,2173280,2174821,Forward,ndhD3,NADH dehydrogenase subunit M,,beneficial,,,no,no,
SE_2155,SYNPCC7942_RS10610,Synpcc7942_2093,2174870,2176162,Forward,chpY,CO2 hydration protein,,beneficial,,,no,no,
SE_2156,SYNPCC7942_RS10615,Synpcc7942_2094,2176209,2176610,Forward,,Uncaracterized surface protein containing fasciclin (FAS1) repeats,,non-essential,,,no,no,
SE_2157,SYNPCC7942_RS10620,Synpcc7942_2095,2176855,2177238,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2158,SYNPCC7942_RS10625,Synpcc7942_2096,2177467,2179461,Forward,,diguanylate cyclase with GAF sensor,,non-essential,,,no,no,
SE_2159,SYNPCC7942_RS10630,Synpcc7942_2097,2179471,2180391,Reverse,,DUF1853 family protein,,non-essential,,,no,no,
SE_2160,SYNPCC7942_RS10635,Synpcc7942_2098,2180457,2181008,Forward,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",,non-essential,,,no,no,
SE_2161,SYNPCC7942_RS10640,Synpcc7942_2099,2181005,2181874,Forward,rfbD,dTDP-4-dehydrorhamnose reductase,,non-essential,,,no,no,
SE_2162,SYNPCC7942_RS10645,Synpcc7942_2100,2181871,2182944,Forward,rfbB,"dTDP-glucose 4,6-dehydratase",,non-essential,,,no,no,
SE_2163,SYNPCC7942_RS10650,Synpcc7942_2101,2182941,2183825,Forward,rfbA,Glucose-1-phosphate thymidylyltransferase,,non-essential,,,no,no,
SE_2164,SYNPCC7942_RS10655,Synpcc7942_2102,2183837,2184076,Forward,,2Fe-2S iron-sulfur cluster binding domain-containing protein,,non-essential,,,yes,no,
SE_2165,SYNPCC7942_RS10660,Synpcc7942_2103,2184119,2184523,Reverse,,protein of unknown function (DUF3291),,non-essential,,,no,no,
SE_2166,SYNPCC7942_RS10665,Synpcc7942_2104,2184740,2185180,Reverse,cynS,cyanate lyase,,non-essential,,,no,no,
SE_2167,SYNPCC7942_RS10670,Synpcc7942_2105,2185191,2186060,Reverse,cynD,nitrate/nitrite transport system ATP-binding protein,,non-essential,,,no,no,
SE_2168,SYNPCC7942_RS10675,Synpcc7942_2106,2186064,2186855,Reverse,cynB,nitrate/nitrite transport system permease protein,,non-essential,,,no,no,
SE_2169,SYNPCC7942_RS10680,Synpcc7942_2107,2186865,2188454,Reverse,cynA,nitrate/nitrite transport system substrate-binding protein,,non-essential,,,no,no,
SE_2170,SYNPCC7942_RS10685,Synpcc7942_2108,2188718,2189086,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2171,SYNPCC7942_RS10690,Synpcc7942_2109,2189141,2190916,Forward,,"ATP-binding cassette, subfamily B",,non-essential,,,yes,yes,
SE_2172,SYNPCC7942_RS10695,Synpcc7942_2110,2190917,2191900,Reverse,fmt,methionyl-tRNA formyltransferase,,essential,non-essential,0,yes,no,
SE_2173,SYNPCC7942_RS10700,Synpcc7942_2111,2192025,2192933,Forward,,glucokinase,,beneficial,,,no,no,
SE_2174,SYNPCC7942_RS10705,Synpcc7942_2112,2192960,2193502,Reverse,,AAA domain-containing protein,,beneficial,,,no,no,
SE_2175,SYNPCC7942_RS10710,Synpcc7942_2113,2193730,2194725,Forward,kprS,ribose-phosphate pyrophosphokinase,,essential,non-essential,36,yes,yes,
SE_2176,SYNPCC7942_RS10715,Synpcc7942_2114,2194827,2195990,Forward,sasA,SasA sensory histidine kinase,,non-essential,,,no,no,
SE_2177,SYNPCC7942_RS10720,Synpcc7942_R0007,2196083,2196155,Forward,,tRNA-Glu,,,non-essential,10,,,
SE_2178,SYNPCC7942_RS10725,Synpcc7942_2115,2196274,2197128,Reverse,,Ribosomal protein S18 acetylase RimI,,non-essential,,,no,no,
SE_2179,SYNPCC7942_RS10730,Synpcc7942_2116,2197290,2198150,Reverse,,alpha/beta hydrolase,,non-essential,,,no,no,
SE_2180,SYNPCC7942_RS10735,Synpcc7942_2117,2198155,2199594,Reverse,gatA,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit A,,essential,non-essential,0,yes,yes,
SE_2181,SYNPCC7942_RS10740,Synpcc7942_2118,2199694,2199981,Reverse,,protein of unknown function (DUF1816),,non-essential,,,no,no,
SE_2182,SYNPCC7942_RS10745,Synpcc7942_2119,2200097,2201656,Reverse,,23S rRNA (guanosine2251-2'-O)-methyltransferase,,beneficial,,,yes,yes,
SE_2183,SYNPCC7942_RS10750,Synpcc7942_2120,2201698,2202114,Reverse,,ribonuclease-3 family protein,,non-essential,,,yes,no,
SE_2184,SYNPCC7942_RS10755,Synpcc7942_2121,2202117,2202509,Reverse,spoIIA,anti-anti-sigma factor,,essential,non-essential,36,no,no,
SE_2185,SYNPCC7942_RS10760,Synpcc7942_2122,2202560,2203735,Reverse,carA,carbamoyl-phosphate synthase small subunit,,essential,non-essential,7,yes,no,
SE_2186,SYNPCC7942_RS10765,Synpcc7942_2123,2203801,2204847,Reverse,trpD,anthranilate phosphoribosyltransferase,,essential,essential,57,no,no,
SE_2187,SYNPCC7942_RS10770,Synpcc7942_2124,2204908,2205879,Reverse,bcp,Acetoin utilization deacetylase AcuC,,non-essential,,,no,no,
SE_2188,SYNPCC7942_RS10775,Synpcc7942_2125,2206002,2206403,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2189,SYNPCC7942_RS10780,Synpcc7942_2126,2206400,2206804,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2190,SYNPCC7942_RS10785,Synpcc7942_2127,2207167,2207346,Forward,nblA,Phycobilisome degradation protein nblA,,non-essential,,,no,no,
SE_2191,SYNPCC7942_RS10790,Synpcc7942_2128,2207506,2208081,Reverse,txlA,Thiol-disulfide isomerase or thioredoxin,,ambiguous,,,yes,yes,
SE_2192,SYNPCC7942_RS10795,Synpcc7942_2129,2208154,2208558,Forward,,4Fe-4S binding domain-containing protein,,non-essential,,,no,no,
SE_2193,SYNPCC7942_RS10800,Synpcc7942_2130,2208566,2209150,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2194,SYNPCC7942_RS10805,Synpcc7942_2131,2209183,2211255,Reverse,slt,soluble lytic murein transglycosylase,,non-essential,,,no,no,
SE_2195,SYNPCC7942_RS10810,,2211315,2211494,Forward,,hypothetical protein,,,,,,,
SE_2196,SYNPCC7942_RS10815,Synpcc7942_2132,2211549,2212967,Forward,manB,phosphoglucosamine mutase,,beneficial,,,no,no,
SE_2197,SYNPCC7942_RS10820,(Synpcc7942_2133),2212970,2213521,Reverse,,"Catechol 2,3-dioxygenase",,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2198,SYNPCC7942_RS10825,Synpcc7942_2134,2213659,2214708,Reverse,amiA,N-acetylmuramoyl-L-alanine amidase,,non-essential,,,no,no,
SE_2199,SYNPCC7942_RS10830,Synpcc7942_2135,2214773,2215456,Reverse,,hypothetical protein,,essential,non-essential,4,no,no,
SE_2200,SYNPCC7942_RS10835,Synpcc7942_2136,2215466,2216287,Reverse,dapB,dihydrodipicolinate reductase,,essential,non-essential,3,yes,yes,
SE_2201,SYNPCC7942_RS10840,Synpcc7942_2137,2216577,2220563,Forward,chlH,cobaltochelatase CobN subunit,,essential,non-essential,10,yes,no,
SE_2202,SYNPCC7942_RS10850,Synpcc7942_2138,2221934,2222959,Forward,,Type II toxin-antitoxin system HicA family toxin,,non-essential,,,no,no,
SE_2203,SYNPCC7942_RS10855,Synpcc7942_2139,2223602,2224213,Forward,,glutathione S-transferase,,non-essential,,,no,no,
SE_2204,SYNPCC7942_RS10860,Synpcc7942_2140,2224311,2224742,Forward,,cytidine deaminase,,non-essential,,,no,no,
SE_2205,SYNPCC7942_RS10865,,2225299,2225652,Forward,,Cupin domain-containing protein,,,,,,,UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from conserved BLAST domains
SE_2206,SYNPCC7942_RS10870,Synpcc7942_2141,2226031,2226495,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2207,SYNPCC7942_RS10875,(Synpcc7942_2142),2226468,2226914,Reverse,sui1,translation initiation factor,,non-essential,,,no,no,"UTEX 2973 and UTEX 3055 annotations changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
SE_2208,SYNPCC7942_RS10880,Synpcc7942_2143,2226908,2228170,Forward,trpB,"tryptophan synthase, beta chain",,essential,non-essential,5,yes,no,
SE_2209,SYNPCC7942_RS10885,,2228192,2228443,Forward,,hypothetical protein,,,,,,,UTEX 3055 annotation added to reflect consensus of cyanobacteria annotations
SE_2210,SYNPCC7942_RS10890,Synpcc7942_2144,2228529,2229017,Reverse,,"Endonuclease YncB, thermonuclease family",,non-essential,,,no,no,
SE_2211,SYNPCC7942_RS10895,Synpcc7942_2145,2229023,2229910,Reverse,,N-carbamoylputrescine amidase,,beneficial,,,no,no,
SE_2212,SYNPCC7942_RS10900,(Synpcc7942_2146),2230024,2230323,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2213,SYNPCC7942_RS10905,Synpcc7942_2147,2230316,2230726,Forward,,PIN domain-containing protein,,non-essential,,,no,no,
SE_2214,SYNPCC7942_RS10915,Synpcc7942_2148,2230823,2231845,Forward,,ABC-2 type transport system ATP-binding protein,,essential,non-essential,14,yes,no,
SE_2215,SYNPCC7942_RS10920,Synpcc7942_2149,2231897,2232757,Forward,ycf38,ABC-2 type transport system permease protein,,essential,non-essential,4,yes,no,
SE_2216,SYNPCC7942_RS10925,Synpcc7942_2150,2232979,2234022,Forward,,penicillin amidase Cysteine peptidase. MEROPS family C59,,non-essential,,,no,no,
SE_2217,SYNPCC7942_RS10930,Synpcc7942_2151,2234141,2236354,Reverse,,cellulose synthase (UDP-forming),,non-essential,,,no,no,
SE_2218,SYNPCC7942_RS10935,Synpcc7942_2152,2236384,2237643,Reverse,,Multidrug resistance efflux pump,,non-essential,,,no,no,
SE_2219,SYNPCC7942_RS10940,Synpcc7942_2153,2237948,2238427,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, PCC 7942 RNAseq data"
SE_2220,SYNPCC7942_RS10945,Synpcc7942_2154,2238501,2238704,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2221,SYNPCC7942_RS10950,Synpcc7942_2155,2238733,2239176,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2222,SYNPCC7942_RS10955,Synpcc7942_2156,2239305,2240726,Reverse,glnA,L-glutamine synthetase,,non-essential,,,yes,no,
SE_2223,SYNPCC7942_RS10960,Synpcc7942_2157,2240800,2241084,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2224,SYNPCC7942_RS10965,Synpcc7942_2158,2241120,2241629,Forward,apcF,allophycocyanin beta-18 subunit apoprotein,,non-essential,,,no,no,
SE_2225,SYNPCC7942_RS10970,Synpcc7942_2159,2241719,2242651,Forward,,Pimeloyl-ACP methyl ester carboxylesterase,,non-essential,,,no,no,
SE_2226,SYNPCC7942_RS10975,Synpcc7942_2160,2242713,2243867,Forward,nhtA,alanine-glyoxylate aminotransferase apoenzyme,,beneficial,,,no,no,
SE_2227,SYNPCC7942_RS10980,Synpcc7942_2161,2243880,2244536,Forward,,Methyltransferase domain-containing protein,,non-essential,,,no,no,
SE_2228,SYNPCC7942_RS10990,(Synpcc7942_2162),2244725,2244934,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2229,SYNPCC7942_RS10995,Synpcc7942_2163,2245037,2245525,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2230,SYNPCC7942_RS11000,Synpcc7942_2164,2245607,2246992,Forward,,"Phenylpropionate dioxygenase, large terminal subunit",,non-essential,,,no,no,
SE_2231,SYNPCC7942_RS11005,Synpcc7942_2165,2246989,2247369,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2232,SYNPCC7942_RS11010,Synpcc7942_2166,2247486,2247857,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2233,SYNPCC7942_RS11015,Synpcc7942_2167,2248016,2248468,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2234,SYNPCC7942_RS11020,Synpcc7942_2168,2248681,2251065,Forward,pcrA,"ATP-dependent DNA helicase, Rep family",,ambiguous,,,yes,no,
SE_2235,SYNPCC7942_RS11025,Synpcc7942_2169,2251160,2251483,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2236,SYNPCC7942_RS11030,(Synpcc7942_2170),2251539,2251997,Forward,fur2,transcriptional repressor,,non-essential,,,no,no,UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from conserved BLAST domains
SE_2237,SYNPCC7942_RS11035,Synpcc7942_2171,2252196,2252726,Reverse,dpsA,DNA-binding ferritin-like protein (oxidative damage protectant),,non-essential,,,no,no,
SE_2238,SYNPCC7942_RS11040,Synpcc7942_2172,2252961,2253221,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2239,SYNPCC7942_RS11045,Synpcc7942_2173,2253218,2253778,Forward,idiC,(2Fe-2S) ferredoxin domain-containing protein,,non-essential,,,no,no,
SE_2240,SYNPCC7942_RS11050,Synpcc7942_2174,2253875,2254504,Forward,idiB,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,,non-essential,,,no,no,
SE_2241,SYNPCC7942_RS11055,Synpcc7942_2175,2254747,2255847,Reverse,idiA,Fe(3+) ABC transporter substrate-binding protein,,non-essential,,,no,no,
SE_2242,SYNPCC7942_RS11060,Synpcc7942_2176,2255951,2257096,Reverse,dpsA,Glycine/D-amino acid oxidase (deaminating),,non-essential,,,no,no,
SE_2243,SYNPCC7942_RS11065,(Synpcc7942_2177),2257080,2258033,Forward,natD,neutral amino acid ABC transporter membrane protein,,non-essential,,,no,no,
SE_2244,SYNPCC7942_RS11070,Synpcc7942_2178,2258054,2258395,Reverse,,putative membrane protein,,non-essential,,,no,no,
SE_2245,SYNPCC7942_RS11075,Synpcc7942_2179,2258445,2259359,Reverse,,"lipid kinase, YegS/Rv2252/BmrU family",,non-essential,,,no,no,
SE_2246,SYNPCC7942_RS11080,Synpcc7942_2180,2259490,2259927,Reverse,prxQ-A1,peroxiredoxin Q/BCP,,non-essential,,,no,no,
SE_2247,SYNPCC7942_RS11085,Synpcc7942_2181,2259980,2261191,Reverse,,Zn-dependent protease (includes SpoIVFB),,non-essential,,,no,no,UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data
SE_2248,SYNPCC7942_RS11090,Synpcc7942_2182,2261244,2261429,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2249,SYNPCC7942_RS11095,(Synpcc7942_2183),2261556,2262341,Reverse,rnhA,ribonuclease HI,,non-essential,,,no,no,
SE_2250,SYNPCC7942_RS11100,Synpcc7942_2184,2262518,2263318,Forward,,glutamine amidotransferase,,non-essential,,,no,no,
SE_2251,SYNPCC7942_RS11105,Synpcc7942_2185,2263403,2263807,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_2252,SYNPCC7942_RS11110,Synpcc7942_2186,2264073,2265710,Forward,nha7,"sodium/proton antiporter, CPA1 family",,non-essential,,,no,no,
SE_2253,SYNPCC7942_RS11115,Synpcc7942_2187,2265698,2266102,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2254,SYNPCC7942_RS11120,Synpcc7942_2188,2266131,2267534,Reverse,menF,isochorismate synthase,,essential,non-essential,23,no,no,
SE_2255,SYNPCC7942_RS11125,Synpcc7942_2190,2267935,2268357,Forward,msrB,peptide-methionine (R)-S-oxide reductase,,non-essential,,,no,no,
SE_2256,SYNPCC7942_RS11130,Synpcc7942_2191,2268423,2269154,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_2257,SYNPCC7942_RS11135,Synpcc7942_2192,2269294,2270901,Forward,,diguanylate cyclase,,non-essential,,,no,no,
SE_2258,SYNPCC7942_RS11140,Synpcc7942_2193,2270973,2272655,Reverse,,metal dependent phosphohydrolase,,non-essential,,,no,no,
SE_2259,SYNPCC7942_RS11145,Synpcc7942_2194,2272634,2273002,Reverse,,DUF3307 domain-containing protein,,non-essential,,,no,no,
SE_2260,SYNPCC7942_RS11150,Synpcc7942_2195,2272975,2274900,Reverse,cya2,adenylate cyclase,,non-essential,,,no,no,
SE_2261,SYNPCC7942_RS11155,Synpcc7942_2196,2274904,2275545,Reverse,,FecR family protein,,non-essential,,,no,no,
SE_2262,SYNPCC7942_RS11160,Synpcc7942_2197,2275683,2276786,Forward,proB,glutamate 5-kinase,,essential,non-essential,10,yes,no,
SE_2263,SYNPCC7942_RS11165,Synpcc7942_2198,2276800,2277930,Forward,,NurA domain-containing protein,,non-essential,,,no,no,
SE_2264,SYNPCC7942_RS11170,Synpcc7942_2199,2277916,2280528,Reverse,dnaE,intein,,essential,non-essential,11,yes,no,
SE_2265,SYNPCC7942_RS11175,Synpcc7942_2200,2280586,2281077,Reverse,,Cupin domain-containing protein,,non-essential,,,no,no,
SE_2266,SYNPCC7942_RS11180,Synpcc7942_R0008,2281200,2281288,Reverse,,tRNA-Ser,,,non-essential,17,,,
SE_2267,SYNPCC7942_RS11185,Synpcc7942_2201,2281327,2282547,Reverse,alr,alanine racemase,,essential,non-essential,5,yes,no,
SE_2268,SYNPCC7942_RS11190,Synpcc7942_2202,2282672,2283169,Forward,mcrA,5-methylcytosine-specific restriction endonuclease McrA,,non-essential,,,yes,no,
SE_2269,SYNPCC7942_RS11195,Synpcc7942_2203,2283183,2284289,Reverse,prfA,bacterial peptide chain release factor 1 (bRF-1),,essential,essential,45,no,no,
SE_2270,SYNPCC7942_RS11200,Synpcc7942_2204,2284391,2284624,Reverse,rpmE,LSU ribosomal protein L31P,,essential,non-essential,30,no,no,
SE_2271,SYNPCC7942_RS11205,Synpcc7942_2205,2284655,2285062,Reverse,rpsI,SSU ribosomal protein S9P,,essential,non-essential,1,no,no,
SE_2272,SYNPCC7942_RS11210,Synpcc7942_2206,2285062,2285517,Reverse,rplM,LSU ribosomal protein L13P,,essential,non-essential,15,yes,no,
SE_2273,SYNPCC7942_RS11215,Synpcc7942_2207,2285533,2286417,Reverse,truA,tRNA pseudouridine38-40 synthase,,essential,non-essential,1,yes,no,
SE_2274,SYNPCC7942_RS11220,Synpcc7942_2208,2286420,2286770,Reverse,rplQ,LSU ribosomal protein L17P,,essential,non-essential,9,yes,no,
SE_2275,SYNPCC7942_RS11225,Synpcc7942_2209,2286806,2287735,Reverse,rpoA,DNA-directed RNA polymerase subunit alpha,,essential,non-essential,4,yes,no,
SE_2276,SYNPCC7942_RS11230,Synpcc7942_2210,2287781,2288173,Reverse,rps11,SSU ribosomal protein S11P,,essential,non-essential,9,yes,no,
SE_2277,SYNPCC7942_RS11235,Synpcc7942_2211,2288243,2288620,Reverse,rpsM,SSU ribosomal protein S13P,,essential,essential,154,yes,no,
SE_2278,SYNPCC7942_RS13815,Synpcc7942_2212,2288775,2288888,Reverse,rpmJ,50S ribosomal protein L36,,essential,essential,73,no,no,"UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data, conserved BLAST domains, PCC 7942 RNAseq data"
