,new_locus_tag,old_locus_tag,start,end,strand,ncbi_gene_name,gene_name,biocyc_gene_name,Deutschbauer_gene,gene_product_old,gene_product,Deutschbauer_product,KEGG_ko
2265,SYNPCC7942_RS11325,Synpcc7942_2230,2297905,2298207,-,SYNPCC7942_RS11325,rplW,rplW,rplW,50S ribosomal protein L23,50S ribosomal subunit protein L23,50S ribosomal protein L23,K02892
2266,SYNPCC7942_RS11330,Synpcc7942_2231,2298200,2298832,-,rplD,rplD,rplD,rplD,50S ribosomal protein L4,50S ribosomal subunit protein L4,50S ribosomal protein L4,K02926
2267,SYNPCC7942_RS11335,Synpcc7942_2232,2298877,2299518,-,SYNPCC7942_RS11335,rplC,rplC,rplC,50S ribosomal protein L3,50S ribosomal subunit protein L3,50S ribosomal protein L3,K02906
2268,SYNPCC7942_RS11345,Synpcc7942_2234,2300183,2300659,+,SYNPCC7942_RS11345,ndhN,ndhN,SYNPCC7942_RS11345,NAD(P)H-quinone oxidoreductase subunit N,NADH dehydrogenase I subunit N,SYNPCC7942_RS11345,K05585
2269,SYNPCC7942_RS11350,Synpcc7942_2235,2300665,2301372,+,trmD,trmD,trmD,SYNPCC7942_RS11350,tRNA (guanosine(37)-N1)-methyltransferase TrmD,tRNA (guanine-N1)-methyltransferase,SYNPCC7942_RS11350,"K00554,ko:K01770"
2270,SYNPCC7942_RS11355,Synpcc7942_2236,2301380,2303044,-,SYNPCC7942_RS11355,SYNPCC7942_2236,SYNPCC7942_2236,SYNPCC7942_RS11355,ABC transporter ATP-binding protein,ATPase,SYNPCC7942_RS11355,"K02031,ko:K02032"
2271,SYNPCC7942_RS11360,Synpcc7942_2237,2303053,2303487,-,SYNPCC7942_RS11360,SYNPCC7942_2237,SYNPCC7942_2237,SYNPCC7942_RS11360,cobalamin biosynthesis protein,conserved hypothetical protein,SYNPCC7942_RS11360,
2272,SYNPCC7942_RS11365,Synpcc7942_2238,2303629,2305044,-,SYNPCC7942_RS11365,SYNPCC7942_2238,SYNPCC7942_2238,SYNPCC7942_RS11365,MFS transporter,glucose transport protein,SYNPCC7942_RS11365,
2273,SYNPCC7942_RS11370,Synpcc7942_2239,2305276,2305791,-,SYNPCC7942_RS11370,SYNPCC7942_2239,SYNPCC7942_2239,SYNPCC7942_RS11370,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11370,
2274,SYNPCC7942_RS11375,Synpcc7942_2240,2305961,2306491,+,SYNPCC7942_RS11375,SYNPCC7942_2240,SYNPCC7942_2240,SYNPCC7942_RS11375,GNAT family N-acetyltransferase,conserved hypothetical protein YCF52,SYNPCC7942_RS11375,
2275,SYNPCC7942_RS13820,Synpcc7942_2241,2306546,2307418,+,SYNPCC7942_RS13820,SYNPCC7942_RS13820,SYNPCC7942_RS13820,SYNPCC7942_RS13820,DUF4349 domain-containing protein,SYNPCC7942_RS13820,SYNPCC7942_RS13820,
2276,SYNPCC7942_RS14090,Synpcc7942_2242,2307254,2308246,-,SYNPCC7942_RS14090,SYNPCC7942_RS14090,SYNPCC7942_RS14090,SYNPCC7942_RS14090,HAMP domain-containing histidine kinase,SYNPCC7942_RS14090,SYNPCC7942_RS14090,
2277,SYNPCC7942_RS11385,Synpcc7942_2243,2308253,2309497,-,SYNPCC7942_RS11385,proA1,proA1,SYNPCC7942_RS11385,glutamate-5-semialdehyde dehydrogenase,Glutamate-5-semialdehyde dehydrogenase,SYNPCC7942_RS11385,K00147
2278,SYNPCC7942_RS11395,Synpcc7942_2244,2309788,2310333,-,SYNPCC7942_RS11395,ribH,ribH,ribH,6%2C7-dimethyl-8-ribityllumazine synthase,"6,7-dimethyl-8-ribityllumazine synthase",riboflavin synthase subunit beta,K00794
2279,SYNPCC7942_RS11400,Synpcc7942_2245,2310343,2310531,-,psbZ,psbZ,psbZ,SYNPCC7942_RS11400,photosystem II reaction center protein PsbZ,putative photosystem II PsbZ protein,SYNPCC7942_RS11400,K02724
2280,SYNPCC7942_RS11405,Synpcc7942_2246,2310645,2312300,+,SYNPCC7942_RS11405,SYNPCC7942_2246,SYNPCC7942_2246,SYNPCC7942_RS11405,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11405,
2281,SYNPCC7942_RS11410,Synpcc7942_2247,2312310,2314958,+,mutS,mutS,mutS,SYNPCC7942_RS11410,DNA mismatch repair protein MutS,DNA mismatch repair protein MutS,SYNPCC7942_RS11410,K03555
2282,SYNPCC7942_RS11415,,2315152,2315352,+,SYNPCC7942_RS11415,SYNPCC7942_RS11415,SYNPCC7942_RS11415,SYNPCC7942_RS11415,hypothetical protein,SYNPCC7942_RS11415,SYNPCC7942_RS11415,
2283,SYNPCC7942_RS11420,Synpcc7942_2248,2315452,2315727,-,SYNPCC7942_RS11420,SYNPCC7942_2248,SYNPCC7942_2248,himA,HU family DNA-binding protein,Histone-like DNA-binding protein,bacterial nucleoid protein Hbs,K03530
2284,SYNPCC7942_RS11425,Synpcc7942_2249,2316062,2316487,-,SYNPCC7942_RS11425,SYNPCC7942_2249,SYNPCC7942_2249,SYNPCC7942_RS11425,adenosylmethionine decarboxylase,conserved hypothetical protein,SYNPCC7942_RS11425,K01611
2285,SYNPCC7942_RS11430,,2316661,2316843,+,SYNPCC7942_RS11430,SYNPCC7942_RS11430,SYNPCC7942_RS11430,SYNPCC7942_RS11430,hypothetical protein,SYNPCC7942_RS11430,SYNPCC7942_RS11430,
2286,SYNPCC7942_RS11435,Synpcc7942_2250,2317075,2318238,-,recF,recF,recF,SYNPCC7942_RS11435,DNA replication/repair protein RecF,DNA replication and repair protein RecF,SYNPCC7942_RS11435,K03629
2287,SYNPCC7942_RS13825,Synpcc7942_2251,2318335,2318919,-,SYNPCC7942_RS13825,SYNPCC7942_RS13825,SYNPCC7942_RS13825,SYNPCC7942_RS13825,hypothetical protein,SYNPCC7942_RS13825,SYNPCC7942_RS13825,
2288,SYNPCC7942_RS11450,Synpcc7942_2252,2318927,2321950,-,SYNPCC7942_RS11450,ppc,ppc,ppc,phosphoenolpyruvate carboxylase,Phosphoenolpyruvate carboxylase,phosphoenolpyruvate carboxylase,K01595
2289,SYNPCC7942_RS11455,Synpcc7942_2253,2322145,2323281,-,gshA,gshA,gshA,SYNPCC7942_RS11455,glutamate--cysteine ligase,"Glutamate--cysteine ligase, putative",SYNPCC7942_RS11455,
2290,SYNPCC7942_RS11460,Synpcc7942_2254,2323399,2324757,-,SYNPCC7942_RS11460,SYNPCC7942_2254,SYNPCC7942_2254,SYNPCC7942_RS11460,DUF3370 family protein,conserved hypothetical protein,SYNPCC7942_RS11460,
2291,SYNPCC7942_RS11465,Synpcc7942_2255,2325520,2325924,+,SYNPCC7942_RS11465,SYNPCC7942_2255,SYNPCC7942_2255,SYNPCC7942_RS11465,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11465,
2292,SYNPCC7942_RS11470,Synpcc7942_2256,2326061,2326615,-,SYNPCC7942_RS11470,SYNPCC7942_2256,SYNPCC7942_2256,SYNPCC7942_RS11470,alpha/beta hydrolase,conserved hypothetical protein,SYNPCC7942_RS11470,
2293,SYNPCC7942_RS13830,Synpcc7942_2257,2326665,2326832,-,SYNPCC7942_RS13830,SYNPCC7942_RS13830,SYNPCC7942_RS13830,SYNPCC7942_RS13830,DUF3252 domain-containing protein,SYNPCC7942_RS13830,SYNPCC7942_RS13830,
2294,SYNPCC7942_RS11475,Synpcc7942_2258,2327013,2328296,+,SYNPCC7942_RS11475,avtA,avtA,SYNPCC7942_RS11475,valine--pyruvate transaminase,valine-pyruvate aminotransferase,SYNPCC7942_RS11475,K00835
2295,SYNPCC7942_RS11480,Synpcc7942_2259,2328300,2328848,+,rimM,rimM,rimM,SYNPCC7942_RS11480,ribosome maturation factor RimM,16S rRNA processing protein RimM,SYNPCC7942_RS11480,K02860
2296,SYNPCC7942_RS11485,Synpcc7942_2260,2328879,2329244,-,SYNPCC7942_RS11485,SYNPCC7942_2260,SYNPCC7942_2260,SYNPCC7942_RS11485,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11485,
2297,SYNPCC7942_RS14095,,2329256,2329417,-,SYNPCC7942_RS14095,SYNPCC7942_RS14095,SYNPCC7942_RS14095,SYNPCC7942_RS14095,hypothetical protein,SYNPCC7942_RS14095,SYNPCC7942_RS14095,
2298,SYNPCC7942_RS11490,Synpcc7942_2261,2329449,2329790,-,SYNPCC7942_RS11490,cutA,cutA,SYNPCC7942_RS11490,divalent-cation tolerance protein CutA,periplasmic divalent cation tolerance protein,SYNPCC7942_RS11490,K03926
2299,SYNPCC7942_RS11495,Synpcc7942_2262,2329787,2331196,-,SYNPCC7942_RS11495,SYNPCC7942_2262,SYNPCC7942_2262,SYNPCC7942_RS11495,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11495,
2300,SYNPCC7942_RS11500,Synpcc7942_2263,2331234,2332541,-,SYNPCC7942_RS11500,hisS1,hisS1,hisS,histidine--tRNA ligase,histidyl-tRNA synthetase,histidyl-tRNA synthetase,K01892
2301,SYNPCC7942_RS11505,Synpcc7942_2264,2332654,2332929,-,SYNPCC7942_RS11505,SYNPCC7942_2264,SYNPCC7942_2264,SYNPCC7942_RS11505,response regulator transcription factor,"transcriptional regulator, LuxR family",SYNPCC7942_RS11505,
2302,SYNPCC7942_RS11510,Synpcc7942_2265,2333329,2334624,+,SYNPCC7942_RS11510,proA2,proA2,proA,glutamate-5-semialdehyde dehydrogenase,gamma-glutamyl phosphate reductase,glutamate-5-semialdehyde dehydrogenase,K00147
2303,SYNPCC7942_RS11515,Synpcc7942_2266,2334654,2335718,-,SYNPCC7942_RS11515,potD,potD,SYNPCC7942_RS11515,extracellular solute-binding protein,periplasmic polyamine-binding protein of ABC transporter,SYNPCC7942_RS11515,K02055
2304,SYNPCC7942_RS11520,Synpcc7942_2267,2335846,2336103,+,SYNPCC7942_RS11520,SYNPCC7942_2267,SYNPCC7942_2267,SYNPCC7942_RS11520,hypothetical protein,hypothetical protein,SYNPCC7942_RS11520,
2305,SYNPCC7942_RS11525,Synpcc7942_2268,2336072,2337217,-,SYNPCC7942_RS11525,cobU,cobU,,TIGR00303 family protein,Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase,hypothetical protein,
2306,SYNPCC7942_RS11530,Synpcc7942_2269,2337207,2337944,-,SYNPCC7942_RS11530,SYNPCC7942_2269,SYNPCC7942_2269,,DUF2232 domain-containing protein,conserved hypothetical protein,hypothetical protein,
2307,SYNPCC7942_RS11535,Synpcc7942_2270,2337973,2339007,-,SYNPCC7942_RS11535,SYNPCC7942_2270,SYNPCC7942_2270,SYNPCC7942_RS11535,peptidase M42,glucanase,SYNPCC7942_RS11535,
2308,SYNPCC7942_RS11540,Synpcc7942_2271,2339045,2339596,-,SYNPCC7942_RS11540,nudF,nudF,SYNPCC7942_RS11540,NUDIX hydrolase,ADP-ribose pyrophosphatase,SYNPCC7942_RS11540,K01515
2309,SYNPCC7942_RS11545,Synpcc7942_2272,2339596,2340126,-,folK,folK,folK,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,K00950
2310,SYNPCC7942_RS11550,Synpcc7942_2273,2340153,2340920,+,SYNPCC7942_RS11550,SYNPCC7942_2273,SYNPCC7942_2273,SYNPCC7942_RS11550,PD-(D/E)XK nuclease family protein,conserved hypothetical protein,SYNPCC7942_RS11550,
2311,SYNPCC7942_RS11555,Synpcc7942_2274,2340963,2342996,+,bchD,chlD,chlD,chlD,magnesium chelatase ATPase subunit D,Magnesium chelatase subunit D,protoporphyrin IX magnesium-chelatase,K03404
2312,SYNPCC7942_RS11570,Synpcc7942_2276,2343882,2344334,-,SYNPCC7942_RS11570,SYNPCC7942_2276,SYNPCC7942_2276,SYNPCC7942_RS11570,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11570,
2313,SYNPCC7942_RS11575,Synpcc7942_2277,2344591,2344899,-,SYNPCC7942_RS11575,SYNPCC7942_2277,SYNPCC7942_2277,SYNPCC7942_RS11575,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11575,
2314,SYNPCC7942_RS11580,Synpcc7942_2278,2345093,2347240,+,SYNPCC7942_RS11580,SYNPCC7942_2278,SYNPCC7942_2278,SYNPCC7942_RS11580,WYL domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS11580,
2315,SYNPCC7942_RS11585,Synpcc7942_2279,2347614,2349026,+,amt,amtB,amtB,SYNPCC7942_RS11585,ammonium transporter,ammonium transporter,SYNPCC7942_RS11585,K03320
2316,SYNPCC7942_RS11590,Synpcc7942_2280,2349235,2350167,-,SYNPCC7942_RS11590,SYNPCC7942_2280,SYNPCC7942_2280,SYNPCC7942_RS11590,tetratricopeptide repeat protein,TPR repeat,SYNPCC7942_RS11590,
2317,SYNPCC7942_RS11595,Synpcc7942_2281,2350198,2351154,+,SYNPCC7942_RS11595,SYNPCC7942_2281,SYNPCC7942_2281,SYNPCC7942_RS11595,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11595,
2318,SYNPCC7942_RS11600,Synpcc7942_2282,2351102,2353015,-,SYNPCC7942_RS11600,SYNPCC7942_2282,SYNPCC7942_2282,SYNPCC7942_RS11600,GAF domain-containing protein,GAF sensor signal transduction histidine kinase,SYNPCC7942_RS11600,
2319,SYNPCC7942_RS11605,Synpcc7942_2283,2353048,2353854,+,SYNPCC7942_RS11605,SYNPCC7942_2283,SYNPCC7942_2283,SYNPCC7942_RS11605,DUF554 family protein,conserved hypothetical protein,SYNPCC7942_RS11605,K07150
2320,SYNPCC7942_RS11610,Synpcc7942_2284,2353861,2354772,-,SYNPCC7942_RS11610,todF,todF,SYNPCC7942_RS11610,alpha/beta hydrolase,2-hydroxy-6-oxohepta-24-dienoate hydrolase,SYNPCC7942_RS11610,K16050
2321,SYNPCC7942_RS11615,Synpcc7942_2285,2354769,2355848,-,SYNPCC7942_RS11615,gldA,gldA,SYNPCC7942_RS11615,iron-containing alcohol dehydrogenase family protein,glycerol dehydrogenase,SYNPCC7942_RS11615,"K00001,ko:K00005"
2322,SYNPCC7942_RS11620,Synpcc7942_2286,2355974,2357059,-,SYNPCC7942_RS11620,SYNPCC7942_2286,SYNPCC7942_2286,,hypothetical protein,conserved hypothetical protein,hypothetical protein,
2323,SYNPCC7942_RS11625,Synpcc7942_2287,2357146,2358120,-,SYNPCC7942_RS11625,SYNPCC7942_2287,SYNPCC7942_2287,,hypothetical protein,conserved hypothetical protein,hypothetical protein,
2324,SYNPCC7942_RS11630,Synpcc7942_2288,2358162,2358698,-,SYNPCC7942_RS11630,kdsC,kdsC,SYNPCC7942_RS11630,HAD-IIIA family hydrolase,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,SYNPCC7942_RS11630,K03270
2325,SYNPCC7942_RS11635,Synpcc7942_2289,2358695,2359549,-,kdsA,kdsA,kdsA,ccmA,3-deoxy-8-phosphooctulonate synthase,2-dehydro-3-deoxyphosphooctonate aldolase,2-dehydro-3-deoxyphosphooctonate aldolase,K01627
2326,SYNPCC7942_RS11640,Synpcc7942_2290,2359531,2360265,-,kdsB,kdsB,kdsB,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,3-deoxy-D-manno-octulosonate cytidylyltransferase,3-deoxy-manno-octulosonate cytidylyltransferase,K00979
2327,SYNPCC7942_RS11645,Synpcc7942_2291,2360280,2361251,-,SYNPCC7942_RS11645,gutQ,gutQ,,KpsF/GutQ family sugar-phosphate isomerase,KpsF/GutQ family protein,KpsF/GutQ family protein,K06041
2328,SYNPCC7942_RS11650,Synpcc7942_2292,2361401,2363665,+,SYNPCC7942_RS11650,SYNPCC7942_2292,SYNPCC7942_2292,SYNPCC7942_RS11650,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11650,
2329,SYNPCC7942_RS11655,Synpcc7942_2293,2363670,2364119,+,SYNPCC7942_RS11655,SYNPCC7942_2293,SYNPCC7942_2293,SYNPCC7942_RS11655,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11655,
2330,SYNPCC7942_RS11660,Synpcc7942_2294,2364152,2364988,+,SYNPCC7942_RS11660,SYNPCC7942_2294,SYNPCC7942_2294,SYNPCC7942_RS11660,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11660,
2331,SYNPCC7942_RS11665,Synpcc7942_2295,2364988,2366091,+,SYNPCC7942_RS11665,SYNPCC7942_2295,SYNPCC7942_2295,SYNPCC7942_RS11665,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11665,
2332,SYNPCC7942_RS11670,Synpcc7942_2296,2366072,2367376,-,glnT,glnT,glnT,SYNPCC7942_RS11670,type III glutamate--ammonia ligase,L-glutamine synthetase type IV subunit,SYNPCC7942_RS11670,K01915
2333,SYNPCC7942_RS11675,Synpcc7942_2297,2367528,2368721,-,SYNPCC7942_RS11675,tal,tal,SYNPCC7942_RS11675,transaldolase,transaldolase,SYNPCC7942_RS11675,K00616
2334,SYNPCC7942_RS11680,Synpcc7942_2298,2368966,2369589,+,ruvA,SYNPCC7942_2298,SYNPCC7942_2298,SYNPCC7942_RS11680,Holliday junction branch migration protein RuvA,Holliday junction DNA helicase RuvA,SYNPCC7942_RS11680,K03550
2335,SYNPCC7942_RS11685,Synpcc7942_2299,2369635,2369904,+,rpsO,rpsO,rpsO,SYNPCC7942_RS11685,30S ribosomal protein S15,30S ribosomal subunit protein S15,SYNPCC7942_RS11685,K02956
2336,SYNPCC7942_RS11690,Synpcc7942_2300,2369910,2370404,+,SYNPCC7942_RS11690,SYNPCC7942_2300,SYNPCC7942_2300,SYNPCC7942_RS11690,PAM68 family protein,conserved hypothetical protein,SYNPCC7942_RS11690,
2337,SYNPCC7942_RS11695,Synpcc7942_2301,2370542,2370814,+,SYNPCC7942_RS11695,SYNPCC7942_2301,SYNPCC7942_2301,SYNPCC7942_RS11695,hypothetical protein,hypothetical protein,SYNPCC7942_RS11695,
2338,SYNPCC7942_RS11700,Synpcc7942_2302,2370891,2371247,-,SYNPCC7942_RS11700,SYNPCC7942_2302,SYNPCC7942_2302,SYNPCC7942_RS11700,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11700,
2339,SYNPCC7942_RS11705,Synpcc7942_2303,2371417,2372253,+,folP,folP,folP,SYNPCC7942_RS11705,dihydropteroate synthase,dihydropteroate synthase,SYNPCC7942_RS11705,K00796
2340,SYNPCC7942_RS11710,Synpcc7942_2304,2372353,2373270,+,SYNPCC7942_RS11710,ppnK1,ppnK1,SYNPCC7942_RS11710,NAD(+) kinase,NAD(+) kinase 1,SYNPCC7942_RS11710,K00858
2341,SYNPCC7942_RS11715,Synpcc7942_2305,2373315,2374001,+,SYNPCC7942_RS11715,nblR,nblR,SYNPCC7942_RS11715,response regulator transcription factor,NblR response regulator,SYNPCC7942_RS11715,K11332
2342,SYNPCC7942_RS11720,Synpcc7942_2306,2374143,2374721,+,SYNPCC7942_RS11720,SYNPCC7942_2306,SYNPCC7942_2306,SYNPCC7942_RS11720,J domain-containing protein,Heat shock protein DnaJ-like,SYNPCC7942_RS11720,
2343,SYNPCC7942_RS11725,Synpcc7942_2307,2374725,2375735,+,SYNPCC7942_RS11725,SYNPCC7942_2307,SYNPCC7942_2307,SYNPCC7942_RS11725,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11725,
2344,SYNPCC7942_RS11730,Synpcc7942_2308,2375865,2376983,+,gcvT,gcvT,gcvT,SYNPCC7942_RS11730,glycine cleavage system aminomethyltransferase GcvT,glycine cleavage system T protein,SYNPCC7942_RS11730,K00605
2345,SYNPCC7942_RS11735,Synpcc7942_2309,2377107,2377703,-,SYNPCC7942_RS11735,tpxA,tpxA,SYNPCC7942_RS11735,peroxiredoxin,2-Cys peroxiredoxin,SYNPCC7942_RS11735,K03386
2346,SYNPCC7942_RS11740,Synpcc7942_2310,2377778,2379247,-,SYNPCC7942_RS11740,ddc,ddc,,2-diaminobutyrate decarboxylase,"L-2,4-diaminobutyrate decarboxylase","conserved hypothetical protein, L-2,4-diaminobutyrate decarboxylase",K01594
2347,SYNPCC7942_RS11750,Synpcc7942_2311,2379602,2380381,-,SYNPCC7942_RS11750,SYNPCC7942_2311,SYNPCC7942_2311,,hypothetical protein,conserved hypothetical protein,hypothetical protein,
2348,SYNPCC7942_RS11755,Synpcc7942_2312,2380457,2381530,+,murG,murG,murG,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,K02563
2349,SYNPCC7942_RS11760,Synpcc7942_2313,2381614,2383248,-,groL,groL,groL,groEL,chaperonin GroEL,GroEL,chaperonin GroEL,K04077
2350,SYNPCC7942_RS11765,Synpcc7942_2314,2383296,2383607,-,SYNPCC7942_RS11765,groS,groS,groES,co-chaperone GroES,GroES,co-chaperonin GroES,K04078
2351,SYNPCC7942_RS11770,Synpcc7942_2315,2383870,2385324,+,atpD,SYNPCC7942_RS11770,SYNPCC7942_RS11770,atpB,F0F1 ATP synthase subunit beta,SYNPCC7942_RS11770,F0F1 ATP synthase subunit beta,K02112
2352,SYNPCC7942_RS11775,Synpcc7942_2316,2385395,2385808,+,SYNPCC7942_RS11775,SYNPCC7942_RS11775,SYNPCC7942_RS11775,SYNPCC7942_RS11775,F0F1 ATP synthase subunit epsilon,SYNPCC7942_RS11775,SYNPCC7942_RS11775,K02114
2353,SYNPCC7942_RS11780,Synpcc7942_2317,2386204,2388576,-,SYNPCC7942_RS11780,synA,synA,SYNPCC7942_RS11780,cation-translocating P-type ATPase,copper-transporting ATPase,SYNPCC7942_RS11780,K01533
2354,SYNPCC7942_RS11785,Synpcc7942_2318,2388749,2389375,+,SYNPCC7942_RS11785,SYNPCC7942_2318,SYNPCC7942_2318,SYNPCC7942_RS11785,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11785,K09932
2355,SYNPCC7942_RS11790,,2389415,2389707,+,SYNPCC7942_RS11790,SYNPCC7942_2319,SYNPCC7942_2319,SYNPCC7942_RS11790,HigA family addiction module antidote protein,"putative plasmid maintenance system antidote protein, XRE family",SYNPCC7942_RS11790,
2356,SYNPCC7942_RS11795,Synpcc7942_2320,2389796,2390083,+,SYNPCC7942_RS11795,SYNPCC7942_2320,SYNPCC7942_2320,SYNPCC7942_RS11795,DUF3288 family protein,conserved hypothetical protein,SYNPCC7942_RS11795,
2357,SYNPCC7942_RS11800,Synpcc7942_2321,2390121,2390642,+,SYNPCC7942_RS11800,SYNPCC7942_2321,SYNPCC7942_2321,ycf3,photosystem I assembly protein Ycf3,TPR repeat,photosystem I assembly protein Ycf3,
2358,SYNPCC7942_RS11805,Synpcc7942_2322,2390654,2390944,+,gatC,gatC,gatC,gatC,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,"glutamyl-tRNA(Gln) amidotransferase, C subunit",aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,K02435
2359,SYNPCC7942_RS11810,Synpcc7942_2323,2391109,2391372,+,grxC,grxC,grxC,SYNPCC7942_RS11810,glutaredoxin 3,"Glutaredoxin, GrxC",SYNPCC7942_RS11810,K03676
2360,SYNPCC7942_RS11815,Synpcc7942_2324,2391369,2392340,+,gshB,gshB,gshB,SYNPCC7942_RS11815,glutathione synthase,glutathione synthetase,SYNPCC7942_RS11815,K01920
2361,SYNPCC7942_RS11820,Synpcc7942_2325,2392327,2393004,-,SYNPCC7942_RS11820,SYNPCC7942_2325,SYNPCC7942_2325,SYNPCC7942_RS11820,HEAT repeat domain-containing protein,PBS lyase HEAT-like repeat,SYNPCC7942_RS11820,
2362,SYNPCC7942_RS11825,Synpcc7942_2326,2393509,2394261,+,SYNPCC7942_RS11825,SYNPCC7942_2326,SYNPCC7942_2326,SYNPCC7942_RS11825,SIMPL domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS11825,K09797
2363,SYNPCC7942_RS11830,Synpcc7942_2327,2394295,2394768,-,SYNPCC7942_RS11830,SYNPCC7942_2327,SYNPCC7942_2327,SYNPCC7942_RS11830,phosphate-starvation-inducible PsiE family protein,conserved hypothetical protein,SYNPCC7942_RS11830,
2364,SYNPCC7942_RS11835,Synpcc7942_2328,2394836,2395927,+,SYNPCC7942_RS11835,SYNPCC7942_2328,SYNPCC7942_2328,SYNPCC7942_RS11835,tetratricopeptide repeat protein,TPR repeat,SYNPCC7942_RS11835,
2365,SYNPCC7942_RS11840,Synpcc7942_2329,2395924,2397198,-,SYNPCC7942_RS11840,SYNPCC7942_2329,SYNPCC7942_2329,SYNPCC7942_RS11840,HD domain-containing protein,metal dependent phosphohydrolase,SYNPCC7942_RS11840,K06885
2366,SYNPCC7942_RS11845,Synpcc7942_2330,2397191,2398414,-,SYNPCC7942_RS11845,ctpA,ctpA,ctpA,PDZ domain-containing protein,carboxyl-terminal protease,C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A,K03797
2367,SYNPCC7942_RS11850,Synpcc7942_2331,2398625,2399272,+,SYNPCC7942_RS11850,petB,petB,petB,cytochrome b6,PetB,cytochrome b6,K02635
2368,SYNPCC7942_RS11855,Synpcc7942_2332,2399369,2399851,+,SYNPCC7942_RS11855,petD,petD,petD,cytochrome b6-f complex subunit IV,PetD,cytochrome b6-f complex subunit 4,K02637
2369,SYNPCC7942_RS11860,Synpcc7942_2333,2399962,2401299,-,opcA,opcA,opcA,SYNPCC7942_RS11860,glucose-6-phosphate dehydrogenase assembly protein OpcA,OxPP cycle protein OpcA,SYNPCC7942_RS11860,
2370,SYNPCC7942_RS11865,Synpcc7942_2334,2401339,2402874,-,SYNPCC7942_RS11865,zwf,zwf,SYNPCC7942_RS11865,glucose-6-phosphate dehydrogenase,glucose-6-phosphate 1-dehydrogenase subunit,SYNPCC7942_RS11865,K00036
2371,SYNPCC7942_RS11870,Synpcc7942_2335,2402921,2403955,-,SYNPCC7942_RS11870,fbp,fbp,SYNPCC7942_RS11870,class 1 fructose-bisphosphatase,"fructose-1,6-bisphosphatase I monomer",SYNPCC7942_RS11870,K03841
2372,SYNPCC7942_RS14100,Synpcc7942_2336,2404216,2404389,-,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,hypothetical protein,SYNPCC7942_RS14100,SYNPCC7942_RS14100,
2373,SYNPCC7942_RS11875,Synpcc7942_2337,2404597,2405550,-,SYNPCC7942_RS11875,ampD2,ampD2,SYNPCC7942_RS11875,N-acetylmuramoyl-L-alanine amidase,"N-acetylmuramoyl-L-alanine amidase, family 2",SYNPCC7942_RS11875,
2374,SYNPCC7942_RS11880,Synpcc7942_2338,2405849,2406766,+,SYNPCC7942_RS11880,SYNPCC7942_2338,SYNPCC7942_2338,SYNPCC7942_RS11880,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS11880,
2375,SYNPCC7942_RS11885,Synpcc7942_2339,2406810,2407847,+,SYNPCC7942_RS11885,rfaE,rfaE,rfaE,D-glycero-beta-D-manno-heptose-7-phosphate kinase,"D,D-heptose 1,7-bisphosphate phosphatase","RfaE bifunctional protein, domain I",
2376,SYNPCC7942_RS11890,Synpcc7942_2340,2407881,2409242,+,SYNPCC7942_RS11890,engA,engA,engA,ribosome biogenesis GTPase Der,GTP-binding protein,GTP-binding protein EngA,K03977
