locus_tag,old_locus_tag,new_annot,gene_name,new_product,cycbio_gene_name,cycbio_gene_product,COG,uniprot,start,end,strand,operon,accession
SYNPCC7942_RS11305,Synpcc7942_2226,SE_2292,rpsC,SSU ribosomal protein S3P,rpsC,30S ribosomal subunit protein S3,"Translation, ribosomal structure and biogenesis",O24695,2295574,2296308,-,,
SYNPCC7942_RS11310,Synpcc7942_2227,SE_2293,rplV,LSU ribosomal protein L22P,rplV,50S ribosomal subunit protein L22,"Translation, ribosomal structure and biogenesis",O24694,2296333,2296686,-,,
SYNPCC7942_RS11315,Synpcc7942_2228,SE_2294,rpsS,SSU ribosomal protein S19P,rpsS,30S ribosomal subunit protein S19,"Translation, ribosomal structure and biogenesis",O24693,2296705,2296980,-,,
SYNPCC7942_RS11320,Synpcc7942_2229,SE_2295,rplB,LSU ribosomal protein L2P,rplB,50S ribosomal subunit protein L2,"Translation, ribosomal structure and biogenesis",Q31L10,2297012,2297875,-,,
SYNPCC7942_RS11325,Synpcc7942_2230,SE_2296,rplW,LSU ribosomal protein L23P,rplW,50S ribosomal subunit protein L23,"Translation, ribosomal structure and biogenesis",O24691,2297905,2298207,-,,
SYNPCC7942_RS11330,Synpcc7942_2231,SE_2297,rplD,LSU ribosomal protein L4P,rplD,50S ribosomal subunit protein L4,"Translation, ribosomal structure and biogenesis",O24690,2298200,2298832,-,,
SYNPCC7942_RS11335,Synpcc7942_2232,SE_2298,rplC,LSU ribosomal protein L3P,rplC,50S ribosomal subunit protein L3,"Translation, ribosomal structure and biogenesis",O24689,2298877,2299518,-,,
SYNPCC7942_RS11345,Synpcc7942_2234,SE_2300,SE_2300,NAD(P)H-quinone oxidoreductase subunit N,ndhN,NADH dehydrogenase I subunit N,Energy production and conversion,Q31L05,2300183,2300659,+,,
SYNPCC7942_RS11350,Synpcc7942_2235,SE_2301,trmD,tRNA (Guanine37-N(1)-) methyltransferase,trmD,tRNA (guanine-N1)-methyltransferase,"Translation, ribosomal structure and biogenesis",Q31L04,2300665,2301372,+,,
SYNPCC7942_RS11355,Synpcc7942_2236,SE_2302,SE_2302,peptide/nickel transport system ATP-binding protein,SYNPCC7942_2236,ATPase,Inorganic ion transport and metabolism,A0A0H3K7H5,2301380,2303044,-,,
SYNPCC7942_RS11360,Synpcc7942_2237,SE_2303,SE_2303,Cobalamin synthesis G C-terminus,SYNPCC7942_2237,conserved hypothetical protein,Coenzyme transport and metabolism,A0A0H3K488,2303053,2303487,-,,
SYNPCC7942_RS11365,Synpcc7942_2238,SE_2304,glcP,Sugar transporter,SYNPCC7942_2238,glucose transport protein,Amino acid transport and metabolism,Q31L01,2303629,2305044,-,,
SYNPCC7942_RS11370,Synpcc7942_2239,SE_2305,SE_2305,Dihaem cytochrome c,SYNPCC7942_2239,conserved hypothetical protein,Energy production and conversion,A0A0H3KB20,2305276,2305791,-,,
SYNPCC7942_RS11375,Synpcc7942_2240,SE_2306,ycf52,Acetyltransferase (GNAT) family protein,SYNPCC7942_2240,conserved hypothetical protein YCF52,Transcription,A0A0H3K4L1,2305961,2306491,+,,
SYNPCC7942_RS13820,Synpcc7942_2241,SE_2307,SE_2307,protein of unknown function (DUF4349),SYNPCC7942_RS13820,SYNPCC7942_RS13820,"Cell cycle control, cell division, chromosome partitioning",A0A0H3K7G7,2306546,2307418,+,,
SYNPCC7942_RS14090,Synpcc7942_2242,SYNPCC7942_RS14090,SYNPCC7942_RS14090,SYNPCC7942_RS14090,SYNPCC7942_RS14090,SYNPCC7942_RS14090,Signal transduction mechanisms,Q31KZ7,2307254,2308246,-,,
SYNPCC7942_RS11385,Synpcc7942_2243,SE_2309,proA,glutamate-5-semialdehyde dehydrogenase,proA1,Glutamate-5-semialdehyde dehydrogenase,Amino acid transport and metabolism,Q31KZ6,2308253,2309497,-,,
SYNPCC7942_RS11395,Synpcc7942_2244,SE_2311,ribH,"6,7-dimethyl-8-ribityllumazine synthase",ribH,"6,7-dimethyl-8-ribityllumazine synthase",Coenzyme transport and metabolism,Q31KZ5,2309788,2310333,-,,
SYNPCC7942_RS11400,Synpcc7942_2245,SE_2312,psbZ,photosystem II PsbZ protein,psbZ,putative photosystem II PsbZ protein,Function unknown,Q31KZ4,2310343,2310531,-,,
SYNPCC7942_RS11405,Synpcc7942_2246,SE_2313,SE_2313,Dolichyl-phosphate-mannose-protein mannosyltransferase,SYNPCC7942_2246,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,UPI0012DC7315,2310645,2312300,+,,
SYNPCC7942_RS11410,Synpcc7942_2247,SE_2314,mutS,DNA mismatch repair protein MutS,mutS,DNA mismatch repair protein MutS,"Replication, recombination and repair",Q31KZ2,2312310,2314958,+,,
SYNPCC7942_RS11415,,SE_2315,SE_2315,hypothetical protein,SYNPCC7942_RS11415,SYNPCC7942_RS11415,No COG annotation,UPI00003A0419,2315152,2315352,+,,
SYNPCC7942_RS11420,Synpcc7942_2248,SE_2316,himA,HU family DNA-binding protein,SYNPCC7942_2248,Histone-like DNA-binding protein,"Replication, recombination and repair",A0A0H3K4K7,2315452,2315727,-,,
SYNPCC7942_RS11425,Synpcc7942_2249,SE_2317,SE_2317,S-adenosylmethionine decarboxylase,SYNPCC7942_2249,conserved hypothetical protein,Coenzyme transport and metabolism,Q31KZ0,2316062,2316487,-,,
SYNPCC7942_RS11430,,SE_2318,SE_2318,TSUP family transporter,SYNPCC7942_RS11430,SYNPCC7942_RS11430,No COG annotation,UPI00031E2484,2316661,2316843,+,,
SYNPCC7942_RS11435,Synpcc7942_2250,SE_2319,recF,DNA replication and repair protein RecF,recF,DNA replication and repair protein RecF,"Replication, recombination and repair",Q31KY9,2317075,2318238,-,,
SYNPCC7942_RS13825,Synpcc7942_2251,SE_2321,SE_2321,hypothetical protein,SYNPCC7942_RS13825,SYNPCC7942_RS13825,Transcription,Q31KY8,2318335,2318919,-,,
SYNPCC7942_RS11450,Synpcc7942_2252,SE_2322,ppc,"Phosphoenolpyruvate carboxylase, type 1",ppc,Phosphoenolpyruvate carboxylase,Coenzyme transport and metabolism,UPI00003A041E,2318927,2321950,-,,
SYNPCC7942_RS11455,Synpcc7942_2253,SE_2323,SE_2323,"glutamate--cysteine ligase, putative",gshA,"Glutamate--cysteine ligase, putative",Coenzyme transport and metabolism,UPI0005859834,2322145,2323281,-,,
SYNPCC7942_RS11460,Synpcc7942_2254,SE_2324,SE_2324,Protein of unknown function (DUF3370),SYNPCC7942_2254,conserved hypothetical protein,Cell motility,Q31KY5,2323399,2324757,-,,
SYNPCC7942_RS11465,Synpcc7942_2255,SE_2325,SE_2325,AbrB-like transcriptional regulator,SYNPCC7942_2255,conserved hypothetical protein,Transcription,A0A0H3K4K3,2325520,2325924,+,,
SYNPCC7942_RS11470,Synpcc7942_2256,SE_2326,SE_2326,Alpha/beta hydrolase of unknown function (DUF1400),SYNPCC7942_2256,conserved hypothetical protein,Function unknown,A0A0H3K7F1,2326061,2326615,-,,
SYNPCC7942_RS13830,Synpcc7942_2257,SE_2327,SE_2327,Protein of unknown function (DUF3252),SYNPCC7942_RS13830,SYNPCC7942_RS13830,Function unknown,Q31KY2,2326665,2326832,-,,
SYNPCC7942_RS11475,Synpcc7942_2258,SE_2328,avtA,valine-pyruvate aminotransferase apoenzyme,avtA,valine-pyruvate aminotransferase,Amino acid transport and metabolism,A0A0H3K3W2,2327013,2328296,+,,
SYNPCC7942_RS11480,Synpcc7942_2259,SE_2329,rimM,16S rRNA processing protein RimM,rimM,16S rRNA processing protein RimM,"Translation, ribosomal structure and biogenesis",Q31KY0,2328300,2328848,+,,
SYNPCC7942_RS11485,Synpcc7942_2260,SE_2330,SE_2330,hypothetical protein,SYNPCC7942_2260,conserved hypothetical protein,No COG annotation,A0A0H3KB03,2328879,2329244,-,,
SYNPCC7942_RS14095,,SYNPCC7942_RS14095,SYNPCC7942_RS14095,SYNPCC7942_RS14095,SYNPCC7942_RS14095,SYNPCC7942_RS14095,No COG annotation,UPI00003A0427,2329256,2329417,-,,
SYNPCC7942_RS11490,Synpcc7942_2261,SE_2331,SE_2331,divalent cation tolerance protein,cutA,periplasmic divalent cation tolerance protein,Inorganic ion transport and metabolism,A0A0H3K4J9,2329449,2329790,-,,
SYNPCC7942_RS11495,Synpcc7942_2262,SE_2332,SE_2332,hypothetical protein,SYNPCC7942_2262,conserved hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Q31KX7,2329787,2331196,-,,
SYNPCC7942_RS11500,Synpcc7942_2263,SE_2333,hisS,histidyl-tRNA synthetase,hisS1,histidyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",Q31KX6,2331234,2332541,-,,
SYNPCC7942_RS11505,Synpcc7942_2264,SE_2334,SE_2334,"transcriptional regulator /transcriptional regulator, LuxR family",SYNPCC7942_2264,"transcriptional regulator, LuxR family",Transcription,A0A0H3K466,2332654,2332929,-,,
SYNPCC7942_RS11510,Synpcc7942_2265,SE_2335,proA,glutamate-5-semialdehyde dehydrogenase,proA2,gamma-glutamyl phosphate reductase,Amino acid transport and metabolism,Q31KX4,2333329,2334624,+,,
SYNPCC7942_RS11515,Synpcc7942_2266,SE_2336,SE_2336,putative spermidine/putrescine transport system substrate-binding protein,potD,periplasmic polyamine-binding protein of ABC transporter,Amino acid transport and metabolism,Q31KX3,2334654,2335718,-,,
SYNPCC7942_RS11520,Synpcc7942_2267,SE_2337,SE_2337,hypothetical protein,SYNPCC7942_2267,hypothetical protein,No COG annotation,Q31KX2,2335846,2336103,+,,
SYNPCC7942_RS11525,Synpcc7942_2268,SE_2338,SE_2338,TIGR00303 family protein,cobU,Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase,Coenzyme transport and metabolism,A0A0H3KAZ5,2336072,2337217,-,,
SYNPCC7942_RS11530,Synpcc7942_2269,SE_2339,SE_2339,"Uncharacterized conserved protein YybS, DUF2232 family",SYNPCC7942_2269,conserved hypothetical protein,Function unknown,A0A0H3K4J4,2337207,2337944,-,,
SYNPCC7942_RS11535,Synpcc7942_2270,SE_2340,SE_2340,peptidase M42,SYNPCC7942_2270,glucanase,Carbohydrate transport and metabolism,A0A0H3K7D9,2337973,2339007,-,,
SYNPCC7942_RS11540,Synpcc7942_2271,SE_2341,SE_2341,ADP-ribose pyrophosphatase,nudF,ADP-ribose pyrophosphatase,"Replication, recombination and repair",A0A0H3K461,2339045,2339596,-,,
SYNPCC7942_RS11545,Synpcc7942_2272,SE_2342,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridin e diphosphokinase,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,Coenzyme transport and metabolism,A0A0H3K3V3,2339596,2340126,-,,
SYNPCC7942_RS11550,Synpcc7942_2273,SE_2343,SE_2343,PD-(D/E)XK nuclease superfamily protein,SYNPCC7942_2273,conserved hypothetical protein,"Replication, recombination and repair",A0A0H3KAY7,2340153,2340920,+,,
SYNPCC7942_RS11555,Synpcc7942_2274,SE_2344,chlD,protoporphyrin IX magnesium-chelatase,chlD,Magnesium chelatase subunit D,Coenzyme transport and metabolism,A0A0H3K4I9,2340963,2342996,+,,
SYNPCC7942_RS11570,Synpcc7942_2276,SE_2346,SE_2346,hypothetical protein,SYNPCC7942_2276,conserved hypothetical protein,Transcription,A0A0H3K7D3,2343882,2344334,-,,
SYNPCC7942_RS11575,Synpcc7942_2277,SE_2347,SE_2347,hypothetical protein,SYNPCC7942_2277,conserved hypothetical protein,No COG annotation,Q31KW2,2344591,2344899,-,,
SYNPCC7942_RS11580,Synpcc7942_2278,SE_2348,SE_2348,Predicted kinase,SYNPCC7942_2278,conserved hypothetical protein,Transcription,A0A0H3K3U8,2345093,2347240,+,,
SYNPCC7942_RS11585,Synpcc7942_2279,SE_2349,amtB,ammonium transporter,amtB,ammonium transporter,Inorganic ion transport and metabolism,Q31KW0,2347614,2349026,+,,
SYNPCC7942_RS11590,Synpcc7942_2280,SE_2350,SE_2350,Tetratricopeptide repeat-containing protein,SYNPCC7942_2280,TPR repeat,Function unknown,A0A0H3K4I4,2349235,2350167,-,,
SYNPCC7942_RS11595,Synpcc7942_2281,SE_2351,SE_2351,hypothetical protein,SYNPCC7942_2281,conserved hypothetical protein,Function unknown,A0A0H3K7C6,2350198,2351154,+,,
SYNPCC7942_RS11600,Synpcc7942_2282,SE_2352,SE_2352,GAF sensor signal transduction histidine kinase,SYNPCC7942_2282,GAF sensor signal transduction histidine kinase,Signal transduction mechanisms,Q31KV7,2351102,2353015,-,,
SYNPCC7942_RS11605,Synpcc7942_2283,SE_2353,SE_2353,DUF554 family protein,SYNPCC7942_2283,conserved hypothetical protein,Function unknown,UPI0012DF309D,2353048,2353854,+,,
SYNPCC7942_RS11610,Synpcc7942_2284,SE_2354,todF,Pimeloyl-ACP methyl ester carboxylesterase,todF,2-hydroxy-6-oxohepta-24-dienoate hydrolase,Lipid transport and metabolism,Q31KV5,2353861,2354772,-,,
SYNPCC7942_RS11615,Synpcc7942_2285,SE_2355,gldA,iron-containing alcohol dehydrogenase,gldA,glycerol dehydrogenase,Energy production and conversion,A0A0H3K4I0,2354769,2355848,-,,
SYNPCC7942_RS11620,Synpcc7942_2286,SE_2356,SE_2356,hypothetical protein,SYNPCC7942_2286,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31KV3,2355974,2357059,-,,
SYNPCC7942_RS11625,Synpcc7942_2287,SE_2357,SE_2357,hypothetical protein,SYNPCC7942_2287,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0H3K443,2357146,2358120,-,,
SYNPCC7942_RS11630,Synpcc7942_2288,SE_2358,SE_2358,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase),kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,Function unknown,A0A0H3K3T5,2358162,2358698,-,,
SYNPCC7942_RS11635,Synpcc7942_2289,SE_2359,ccmA,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase),kdsA,2-dehydro-3-deoxyphosphooctonate aldolase,Cell wall/membrane/envelope biogenesis,Q31KV0,2358695,2359549,-,,
SYNPCC7942_RS11640,Synpcc7942_2290,SE_2360,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase),kdsB,3-deoxy-D-manno-octulosonate cytidylyltransferase,Cell wall/membrane/envelope biogenesis,Q31KU9,2359531,2360265,-,,
SYNPCC7942_RS11645,Synpcc7942_2291,SE_2361,SE_2361,arabinose-5-phosphate isomerase,gutQ,KpsF/GutQ family protein,Cell wall/membrane/envelope biogenesis,A0A0H3KAW5,2360280,2361251,-,,
SYNPCC7942_RS11650,Synpcc7942_2292,SE_2362,SE_2362,hypothetical protein,SYNPCC7942_2292,conserved hypothetical protein,No COG annotation,Q31KU7,2361401,2363665,+,,
SYNPCC7942_RS11655,Synpcc7942_2293,SE_2363,SE_2363,hypothetical protein,SYNPCC7942_2293,conserved hypothetical protein,No COG annotation,A0A0H3K7B4,2363670,2364119,+,,
SYNPCC7942_RS11660,Synpcc7942_2294,SE_2364,SE_2364,Glycosyl transferase family 8,SYNPCC7942_2294,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,Q31KU5,2364152,2364988,+,,
SYNPCC7942_RS11665,Synpcc7942_2295,SE_2365,SE_2365,hypothetical protein,SYNPCC7942_2295,conserved hypothetical protein,No COG annotation,Q31KU4,2364988,2366091,+,,
SYNPCC7942_RS11670,Synpcc7942_2296,SE_2366,glnA,L-glutamine synthetase,glnT,L-glutamine synthetase type IV subunit,Amino acid transport and metabolism,Q31KU3,2366072,2367376,-,,
SYNPCC7942_RS11675,Synpcc7942_2297,SE_2367,tal,transaldolase,tal,transaldolase,Nucleotide transport and metabolism,Q31KU2,2367528,2368721,-,,
SYNPCC7942_RS11680,Synpcc7942_2298,SE_2368,ruvA,Holliday junction DNA helicase subunit RuvA,SYNPCC7942_2298,Holliday junction DNA helicase RuvA,"Replication, recombination and repair",Q31KU1,2368966,2369589,+,,
SYNPCC7942_RS11685,Synpcc7942_2299,SE_2369,rpsO,30S ribosomal protein S15,rpsO,30S ribosomal subunit protein S15,"Translation, ribosomal structure and biogenesis",Q31KU0,2369635,2369904,+,,
SYNPCC7942_RS11690,Synpcc7942_2300,SE_2370,SE_2370,Protein of unknown function (DUF3464),SYNPCC7942_2300,conserved hypothetical protein,Function unknown,A0A0H3K4H4,2369910,2370404,+,,
SYNPCC7942_RS11695,Synpcc7942_2301,SE_2371,SE_2371,hypothetical protein,SYNPCC7942_2301,hypothetical protein,No COG annotation,Q31KT8,2370542,2370814,+,,
SYNPCC7942_RS11700,Synpcc7942_2302,SE_2372,SE_2372,hypothetical protein,SYNPCC7942_2302,conserved hypothetical protein,Function unknown,A0A0H3K7A8,2370891,2371247,-,,
SYNPCC7942_RS11705,Synpcc7942_2303,SE_2373,folP,Dihydropteroate synthase,folP,dihydropteroate synthase,Coenzyme transport and metabolism,Q31KT6,2371417,2372253,+,,
SYNPCC7942_RS11710,Synpcc7942_2304,SE_2374,ppnK,NAD kinase,ppnK1,NAD(+) kinase 1,Nucleotide transport and metabolism,Q31KT5,2372353,2373270,+,,
SYNPCC7942_RS11715,Synpcc7942_2305,SE_2375,nblR,"two component transcriptional regulator, winged helix family",nblR,NblR response regulator,Transcription,A0A0H3K3S5,2373315,2374001,+,,
SYNPCC7942_RS11720,Synpcc7942_2306,SE_2376,SE_2376,DnaJ domain-containing protein,SYNPCC7942_2306,Heat shock protein DnaJ-like,"Post-translational modification, protein turnover,and chaperones",UPI00031757FE,2374143,2374721,+,,
SYNPCC7942_RS11725,Synpcc7942_2307,SE_2377,SE_2377,hypothetical protein,SYNPCC7942_2307,conserved hypothetical protein,Defense mechanisms,A0A0H3KAU9,2374725,2375735,+,,
SYNPCC7942_RS11730,Synpcc7942_2308,SE_2378,gcvT,glycine cleavage system aminomethyltransferase GcvT,gcvT,glycine cleavage system T protein,Amino acid transport and metabolism,Q31KT1,2375865,2376983,+,,
SYNPCC7942_RS11735,Synpcc7942_2309,SE_2379,2-cys prx,peroxiredoxin (alkyl hydroperoxide reductase subunit C),tpxA,2-Cys peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",Q7X4K8,2377107,2377703,-,,
SYNPCC7942_RS11740,Synpcc7942_2310,SE_2380,SE_2380,Glutamate or tyrosine decarboxylase,ddc,"L-2,4-diaminobutyrate decarboxylase",Amino acid transport and metabolism,Q31KS9,2377778,2379247,-,,
SYNPCC7942_RS11750,Synpcc7942_2311,SE_2382,SE_2382,hypothetical protein,SYNPCC7942_2311,conserved hypothetical protein,No COG annotation,UPI00003A0456,2379602,2380381,-,,
SYNPCC7942_RS11755,Synpcc7942_2312,SE_2383,murG,UDP-N-acetylglucosamine-N-acetylmuramylpentapept ide N-acetylglucosamine transferase,murG,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Cell wall/membrane/envelope biogenesis,Q31KS7,2380457,2381530,+,,
SYNPCC7942_RS11760,Synpcc7942_2313,SE_2384,groEL,chaperonin GroEL,groL,GroEL,"Post-translational modification, protein turnover,and chaperones",P12834,2381614,2383248,-,,
SYNPCC7942_RS11765,Synpcc7942_2314,SE_2385,groES,chaperonin GroES,groS,GroES,"Post-translational modification, protein turnover,and chaperones",P07889,2383296,2383607,-,,
SYNPCC7942_RS11770,Synpcc7942_2315,SE_2386,atpB,ATP synthase F1 subcomplex beta subunit,SYNPCC7942_RS11770,SYNPCC7942_RS11770,Nucleotide transport and metabolism,P07890,2383870,2385324,+,,
SYNPCC7942_RS11775,Synpcc7942_2316,SE_2387,atpE,ATP synthase F1 subcomplex epsilon subunit,SYNPCC7942_RS11775,SYNPCC7942_RS11775,Energy production and conversion,P0A2Z8,2385395,2385808,+,,
SYNPCC7942_RS11780,Synpcc7942_2317,SE_2388,ctaA,Cu2 -exporting ATPase,synA,copper-transporting ATPase,Inorganic ion transport and metabolism,P37385,2386204,2388576,-,,
SYNPCC7942_RS11785,Synpcc7942_2318,SE_2389,SE_2389,hypothetical protein,SYNPCC7942_2318,conserved hypothetical protein,Function unknown,A0A0H3K3R8,2388749,2389375,+,,
SYNPCC7942_RS11790,,SE_2390,SE_2390,"addiction module antidote protein, HigA family",SYNPCC7942_2319,"putative plasmid maintenance system antidote protein, XRE family",Transcription,,2389415,2389707,+,,
SYNPCC7942_RS11795,Synpcc7942_2320,SE_2391,SE_2391,Protein of unknown function (DUF3288),SYNPCC7942_2320,conserved hypothetical protein,Function unknown,A0A0H3K4G6,2389796,2390083,+,,
SYNPCC7942_RS11800,Synpcc7942_2321,SE_2392,ycf3,Tetratricopeptide repeat-containing protein,SYNPCC7942_2321,TPR repeat,"Post-translational modification, protein turnover,and chaperones",Q31KR8,2390121,2390642,+,,
SYNPCC7942_RS11805,Synpcc7942_2322,SE_2393,gatC,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit C,gatC,"glutamyl-tRNA(Gln) amidotransferase, C subunit","Translation, ribosomal structure and biogenesis",Q31KR7,2390654,2390944,+,,
SYNPCC7942_RS11810,Synpcc7942_2323,SE_2394,grxC,glutaredoxin 3,grxC,"Glutaredoxin, GrxC","Post-translational modification, protein turnover,and chaperones",A0A0H3K425,2391109,2391372,+,,
SYNPCC7942_RS11815,Synpcc7942_2324,SE_2395,gshB,glutathione synthase,gshB,glutathione synthetase,Coenzyme transport and metabolism,A0A0H3K3R2,2391369,2392340,+,,
SYNPCC7942_RS11820,Synpcc7942_2325,SE_2396,SE_2396,HEAT repeat-containing protein,SYNPCC7942_2325,PBS lyase HEAT-like repeat,Energy production and conversion,A0A0H3KAT6,2392327,2393004,-,,
SYNPCC7942_RS11825,Synpcc7942_2326,SE_2397,SE_2397,SIMPL domain-containing protein,SYNPCC7942_2326,conserved hypothetical protein,Function unknown,A0A0H3K4G1,2393509,2394261,+,,
SYNPCC7942_RS11830,Synpcc7942_2327,SE_2398,SE_2398,"Uncharacterized membrane protein, DUF373 family",SYNPCC7942_2327,conserved hypothetical protein,Function unknown,A0A0H3K789,2394295,2394768,-,,
SYNPCC7942_RS11835,Synpcc7942_2328,SE_2399,SE_2399,Tetratricopeptide repeat-containing protein,SYNPCC7942_2328,TPR repeat,Function unknown,A0A0H3K422,2394836,2395927,+,,
SYNPCC7942_RS11840,Synpcc7942_2329,SE_2400,SE_2400,metal dependent phosphohydrolase,SYNPCC7942_2329,metal dependent phosphohydrolase,Function unknown,Q31KR0,2395924,2397198,-,,
SYNPCC7942_RS11845,Synpcc7942_2330,SE_2401,ctpA,C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A,ctpA,carboxyl-terminal protease,Cell wall/membrane/envelope biogenesis,Q31KQ9,2397191,2398414,-,,
SYNPCC7942_RS11850,Synpcc7942_2331,SE_2402,petB,cytochrome b6,petB,PetB,Energy production and conversion,Q54711,2398625,2399272,+,,
SYNPCC7942_RS11855,Synpcc7942_2332,SE_2403,petD,cytochrome b6-f complex subunit 4,petD,PetD,Energy production and conversion,Q54710,2399369,2399851,+,,
SYNPCC7942_RS11860,Synpcc7942_2333,SE_2404,opcA,glucose-6-phosphate dehydrogenase assembly protein OpcA,opcA,OxPP cycle protein OpcA,Carbohydrate transport and metabolism,A0A0H3K4F7,2399962,2401299,-,,
