locus_tag,old_locus_tag,marie_annot,marie_gene_name,marie_product,gene_name,cycbio_gene_product,old_gene_name,old_gene_product,COG,uniprot,operon,accession,start,stop,strand
SYNPCC7942_RS11755,Synpcc7942_2312,SE_2383,murG,UDP-N-acetylglucosamine-N-acetylmuramylpentapept ide N-acetylglucosamine transferase,murG,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,Q31KS7,Op1723,NC_007604.1,2380457,2381530,+
SYNPCC7942_RS11760,Synpcc7942_2313,SE_2384,groEL,chaperonin GroEL,groL,GroEL,groL,chaperonin GroEL,"Post-translational modification, protein turnover,and chaperones",P12834,Op1724,NC_007604.1,2381614,2383248,-
SYNPCC7942_RS11765,Synpcc7942_2314,SE_2385,groES,chaperonin GroES,groS,GroES,SYNPCC7942_RS11765,co-chaperone GroES,"Post-translational modification, protein turnover,and chaperones",P07889,Op1724,NC_007604.1,2383296,2383607,-
SYNPCC7942_RS11770,Synpcc7942_2315,SE_2386,atpB,ATP synthase F1 subcomplex beta subunit,SYNPCC7942_RS11770,SYNPCC7942_RS11770,atpD,F0F1 ATP synthase subunit beta,Nucleotide transport and metabolism,P07890,Op1725,NC_007604.1,2383870,2385324,+
SYNPCC7942_RS11775,Synpcc7942_2316,SE_2387,atpE,ATP synthase F1 subcomplex epsilon subunit,SYNPCC7942_RS11775,SYNPCC7942_RS11775,SYNPCC7942_RS11775,F0F1 ATP synthase subunit epsilon,Energy production and conversion,P0A2Z8,Op1726,NC_007604.1,2385395,2385808,+
SYNPCC7942_RS11780,Synpcc7942_2317,SE_2388,ctaA,Cu2 -exporting ATPase,synA,copper-transporting ATPase,SYNPCC7942_RS11780,cation-translocating P-type ATPase,Inorganic ion transport and metabolism,P37385,Op1727,NC_007604.1,2386204,2388576,-
SYNPCC7942_RS11785,Synpcc7942_2318,SE_2389,SE_2389,hypothetical protein,SYNPCC7942_2318,conserved hypothetical protein,SYNPCC7942_RS11785,hypothetical protein,Function unknown,A0A0H3K3R8,Op1728,NC_007604.1,2388749,2389375,+
SYNPCC7942_RS11790,,SE_2390,SE_2390,"addiction module antidote protein, HigA family",SYNPCC7942_2319,"putative plasmid maintenance system antidote protein, XRE family",SYNPCC7942_RS11790,HigA family addiction module antidote protein,Transcription,,Op1728,NC_007604.1,2389415,2389707,+
SYNPCC7942_RS11795,Synpcc7942_2320,SE_2391,SE_2391,Protein of unknown function (DUF3288),SYNPCC7942_2320,conserved hypothetical protein,SYNPCC7942_RS11795,DUF3288 family protein,Function unknown,A0A0H3K4G6,Op1729,NC_007604.1,2389796,2390083,+
SYNPCC7942_RS11800,Synpcc7942_2321,SE_2392,ycf3,Tetratricopeptide repeat-containing protein,SYNPCC7942_2321,TPR repeat,SYNPCC7942_RS11800,photosystem I assembly protein Ycf3,"Post-translational modification, protein turnover,and chaperones",Q31KR8,Op1729,NC_007604.1,2390121,2390642,+
SYNPCC7942_RS11805,Synpcc7942_2322,SE_2393,gatC,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit C,gatC,"glutamyl-tRNA(Gln) amidotransferase, C subunit",gatC,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,"Translation, ribosomal structure and biogenesis",Q31KR7,Op1729,NC_007604.1,2390654,2390944,+
SYNPCC7942_RS11810,Synpcc7942_2323,SE_2394,grxC,glutaredoxin 3,grxC,"Glutaredoxin, GrxC",grxC,glutaredoxin 3,"Post-translational modification, protein turnover,and chaperones",A0A0H3K425,Op1730,NC_007604.1,2391109,2391372,+
SYNPCC7942_RS11815,Synpcc7942_2324,SE_2395,gshB,glutathione synthase,gshB,glutathione synthetase,gshB,glutathione synthase,Coenzyme transport and metabolism,A0A0H3K3R2,Op1730,NC_007604.1,2391369,2392340,+
SYNPCC7942_RS11820,Synpcc7942_2325,SE_2396,SE_2396,HEAT repeat-containing protein,SYNPCC7942_2325,PBS lyase HEAT-like repeat,SYNPCC7942_RS11820,HEAT repeat domain-containing protein,Energy production and conversion,A0A0H3KAT6,Op1731,NC_007604.1,2392327,2393004,-
SYNPCC7942_RS11825,Synpcc7942_2326,SE_2397,SE_2397,SIMPL domain-containing protein,SYNPCC7942_2326,conserved hypothetical protein,SYNPCC7942_RS11825,SIMPL domain-containing protein,Function unknown,A0A0H3K4G1,Op1732,NC_007604.1,2393509,2394261,+
SYNPCC7942_RS11830,Synpcc7942_2327,SE_2398,SE_2398,"Uncharacterized membrane protein, DUF373 family",SYNPCC7942_2327,conserved hypothetical protein,SYNPCC7942_RS11830,phosphate-starvation-inducible PsiE family protein,Function unknown,A0A0H3K789,Op1733,NC_007604.1,2394295,2394768,-
SYNPCC7942_RS11835,Synpcc7942_2328,SE_2399,SE_2399,Tetratricopeptide repeat-containing protein,SYNPCC7942_2328,TPR repeat,SYNPCC7942_RS11835,tetratricopeptide repeat protein,Function unknown,A0A0H3K422,Op1734,NC_007604.1,2394836,2395927,+
SYNPCC7942_RS11840,Synpcc7942_2329,SE_2400,SE_2400,metal dependent phosphohydrolase,SYNPCC7942_2329,metal dependent phosphohydrolase,SYNPCC7942_RS11840,HD domain-containing protein,Function unknown,Q31KR0,Op1735,NC_007604.1,2395924,2397198,-
SYNPCC7942_RS11845,Synpcc7942_2330,SE_2401,ctpA,C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A,ctpA,carboxyl-terminal protease,SYNPCC7942_RS11845,PDZ domain-containing protein,Cell wall/membrane/envelope biogenesis,Q31KQ9,Op1735,NC_007604.1,2397191,2398414,-
SYNPCC7942_RS11850,Synpcc7942_2331,SE_2402,petB,cytochrome b6,petB,PetB,SYNPCC7942_RS11850,cytochrome b6,Energy production and conversion,Q54711,Op1736,NC_007604.1,2398625,2399272,+
SYNPCC7942_RS11855,Synpcc7942_2332,SE_2403,petD,cytochrome b6-f complex subunit 4,petD,PetD,SYNPCC7942_RS11855,cytochrome b6-f complex subunit IV,Energy production and conversion,Q54710,Op1737,NC_007604.1,2399369,2399851,+
SYNPCC7942_RS11860,Synpcc7942_2333,SE_2404,opcA,glucose-6-phosphate dehydrogenase assembly protein OpcA,opcA,OxPP cycle protein OpcA,opcA,glucose-6-phosphate dehydrogenase assembly protein OpcA,Carbohydrate transport and metabolism,A0A0H3K4F7,Op1738,NC_007604.1,2399962,2401299,-
SYNPCC7942_RS11865,Synpcc7942_2334,SE_2405,zwf,glucose-6-phosphate 1-dehydrogenase,zwf,glucose-6-phosphate 1-dehydrogenase subunit,SYNPCC7942_RS11865,glucose-6-phosphate dehydrogenase,Carbohydrate transport and metabolism,A0A0H3K781,Op1738,NC_007604.1,2401339,2402874,-
SYNPCC7942_RS11870,Synpcc7942_2335,SE_2406,fbp,"D-fructose 1,6-bisphosphatase",fbp,"fructose-1,6-bisphosphatase I monomer",SYNPCC7942_RS11870,class 1 fructose-bisphosphatase,Carbohydrate transport and metabolism,Q59943,Op1460,NC_007604.1,2402921,2403955,-
SYNPCC7942_RS14100,Synpcc7942_2336,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,SYNPCC7942_RS14100,hypothetical protein,No COG annotation,UPI00003A0467,Op1739,NC_007604.1,2404216,2404389,-
SYNPCC7942_RS11875,Synpcc7942_2337,SE_2407,SE_2407,N-acetylmuramoyl-L-alanine amidase,ampD2,"N-acetylmuramoyl-L-alanine amidase, family 2",SYNPCC7942_RS11875,N-acetylmuramoyl-L-alanine amidase,Defense mechanisms,Q31KQ2,Op1740,NC_007604.1,2404597,2405550,-
SYNPCC7942_RS11880,Synpcc7942_2338,SE_2408,SE_2408,hypothetical protein,SYNPCC7942_2338,conserved hypothetical protein,SYNPCC7942_RS11880,hypothetical protein,No COG annotation,Q31KQ1,Op1741,NC_007604.1,2405849,2406766,+
SYNPCC7942_RS11885,Synpcc7942_2339,SE_2409,rfaE,"D-alpha,beta-D-heptose 7-phosphate 1-kinase",rfaE,"D,D-heptose 1,7-bisphosphate phosphatase",SYNPCC7942_RS11885,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,UPI0012DE3DA5,Op1742,NC_007604.1,2406810,2407847,+
SYNPCC7942_RS11890,Synpcc7942_2340,SE_2410,engA,GTP-binding protein,engA,GTP-binding protein,SYNPCC7942_RS11890,ribosome biogenesis GTPase Der,Function unknown,Q31KP9,Op1742,NC_007604.1,2407881,2409242,+
SYNPCC7942_RS11895,Synpcc7942_2341,SE_2411,SE_2411,energy-coupling factor transport system permeaseprotein,mut3B,cobalt transport system permease protein,SYNPCC7942_RS11895,CbiQ family ECF transporter T component,Inorganic ion transport and metabolism,P72549,Op1742,NC_007604.1,2409252,2410133,+
SYNPCC7942_RS11900,Synpcc7942_2342,SE_2412,psaL,photosystem I subunit 11,psaL,PsaL,SYNPCC7942_RS11900,photosystem I reaction center protein subunit XI,Function unknown,P95822,Op1743,NC_007604.1,2410477,2410977,-
SYNPCC7942_RS11905,Synpcc7942_2343,SE_2413,psaI,photosystem I subunit 8,psaI,PsaI,SYNPCC7942_RS11905,photosystem I reaction center subunit VIII,Function unknown,A0A0H3K775,Op1744,NC_007604.1,2411023,2411139,-
SYNPCC7942_RS11910,Synpcc7942_2344,SE_2414,SE_2414,HEAT repeat-containing protein,SYNPCC7942_2344,conserved hypothetical protein,SYNPCC7942_RS11910,HEAT repeat domain-containing protein,Energy production and conversion,Q31KP5,Op1745,NC_007604.1,2411499,2412449,+
SYNPCC7942_RS11915,Synpcc7942_2345,SE_2415,ycf65,30S ribosomal protein PSRP-3,SYNPCC7942_2345,conserved hypothetical protein YCF65,SYNPCC7942_RS11915,30S ribosomal protein PSRP-3,"Translation, ribosomal structure and biogenesis",O05161,Op1746,NC_007604.1,2412588,2412926,-
SYNPCC7942_RS11920,Synpcc7942_2346,SE_2416,hisB,HAD superfamily phosphatase,SYNPCC7942_2346,HAD-superfamily subfamily IA,SYNPCC7942_RS11920,TIGR01548 family HAD-type hydrolase,Function unknown,A0A0H3K3P5,Op1747,NC_007604.1,2413341,2414141,+
SYNPCC7942_RS11925,Synpcc7942_2347,SE_2417,SE_2417,cupin,SYNPCC7942_2347,conserved hypothetical protein,SYNPCC7942_RS11925,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI00003A046E,Op1748,NC_007604.1,2414138,2415094,-
SYNPCC7942_RS11930,Synpcc7942_2348,SE_2418,queA,S-adenosylmethionine--tRNA ribosyltransferase-isomerase,queA,S-adenosylmethionine,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,Nucleotide transport and metabolism,Q31KP1,Op1749,NC_007604.1,2415233,2416312,+
SYNPCC7942_RS11935,Synpcc7942_2349,SE_2419,pilT2,twitching motility protein PilT,pilT2,twitching motility protein,SYNPCC7942_RS11935,type IV pilus twitching motility protein PilT,Cell motility,A0A0H3K4E9,Op1750,NC_007604.1,2416387,2417580,+
SYNPCC7942_RS11940,Synpcc7942_2350,SE_2420,SE_2420,translation factor SUA5,sua5,Translation factor SUA5,SYNPCC7942_RS11940,threonylcarbamoyl-AMP synthase,"Translation, ribosomal structure and biogenesis",A0A0H3K772,Op1751,NC_007604.1,2417593,2418294,-
SYNPCC7942_RS11945,Synpcc7942_2351,SE_2421,SE_2421,nickel pincer cofactor biosynthesis protein LarC,SYNPCC7942_2351,Protein of unknown function DUF111,larC,nickel pincer cofactor biosynthesis protein LarC,Function unknown,Q31KN8,Op1752,NC_007604.1,2418310,2419518,+
SYNPCC7942_RS11950,Synpcc7942_2352,SE_2422,lrtA,sigma 54 modulation protein /SSU ribosomal protein S30P,yfiA,putative sigma 54 modulation protein/ribosomal protein S30EA,raiA,ribosome-associated translation inhibitor RaiA,"Translation, ribosomal structure and biogenesis",Q31KN7,Op1753,NC_007604.1,2419575,2420198,-
SYNPCC7942_RS11955,Synpcc7942_2353,SE_2423,lipB,lipoyl(octanoyl) transferase,lipB,lipoyl(octanoyl) transferase,lipB,lipoyl(octanoyl) transferase LipB,Coenzyme transport and metabolism,Q31KN6,Op1754,NC_007604.1,2420404,2421105,+
SYNPCC7942_RS11960,Synpcc7942_2354,SE_2424,ytfC,peptidylprolyl isomerase,ppiB,Peptidylprolyl isomerase,SYNPCC7942_RS11960,FKBP-type peptidyl-prolyl cis-trans isomerase,Cell wall/membrane/envelope biogenesis,A0A0H3KAQ8,Op1755,NC_007604.1,2421202,2421726,-
SYNPCC7942_RS11965,Synpcc7942_2355,SE_2425,SE_2425,Polyhydroxyalkanoate synthesis regulator phasin,SYNPCC7942_2355,conserved hypothetical protein,SYNPCC7942_RS11965,phasin family protein,Function unknown,A0A0H3K4E5,Op1756,NC_007604.1,2421779,2422102,-
SYNPCC7942_RS11970,Synpcc7942_2356,SE_2426,SE_2426,Crp/Fnr family transcriptional regulator,SYNPCC7942_2356,"putative transcriptional regulator, Crp/Fnr family",SYNPCC7942_RS11970,Crp/Fnr family transcriptional regulator,Transcription,UPI00003A0477,Op1757,NC_007604.1,2422193,2422834,-
SYNPCC7942_RS11975,Synpcc7942_2357,SE_2427,SE_2427,family 10 glycosylhydrolase,SYNPCC7942_2357,conserved hypothetical protein,SYNPCC7942_RS11975,family 10 glycosylhydrolase,Function unknown,Q31KN2,Op1758,NC_007604.1,2423001,2424446,-
SYNPCC7942_RS11980,Synpcc7942_2358,SE_2428,SE_2428,Predicted amidohydrolase,SYNPCC7942_2358,nitrilase-like,SYNPCC7942_RS11980,carbon-nitrogen hydrolase family protein,Function unknown,A0A0H3K3N5,Op1759,NC_007604.1,2424522,2425352,+
SYNPCC7942_RS11985,Synpcc7942_2359,SE_2429,nha3,"sodium/proton antiporter NhaS3, CPA2 family",SYNPCC7942_2359,Na+/H+ antiporter,SYNPCC7942_RS11985,cation:proton antiporter,Inorganic ion transport and metabolism,Q31KN0,Op1759,NC_007604.1,2425391,2426773,+
SYNPCC7942_RS11990,Synpcc7942_2360,SE_2430,amiA,N-acetylmuramoyl-L-alanine amidase,amiA3,N-acetylmuramoyl-L-alanine amidase,SYNPCC7942_RS11990,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,Q31KM9,Op1760,NC_007604.1,2426823,2427857,+
SYNPCC7942_RS11995,Synpcc7942_2361,SE_2431,murI,glutamate racemase,murI,Glutamate racemase,SYNPCC7942_RS11995,glutamate racemase,Cell wall/membrane/envelope biogenesis,A0A0H3K761,Op1760,NC_007604.1,2427870,2428739,+
SYNPCC7942_RS12000,Synpcc7942_2362,SE_2432,sds,all-trans-nonaprenyl-diphosphate synthase,hepB,diphosphate synthase,sds,solanesyl diphosphate synthase,Coenzyme transport and metabolism,Q31KM7,Op1761,NC_007604.1,2428783,2429754,+
SYNPCC7942_RS12005,Synpcc7942_2363,SE_2433,SE_2433,hypothetical protein,SYNPCC7942_2363,conserved hypothetical protein,SYNPCC7942_RS12005,hypothetical protein,No COG annotation,A0A0H3K3N0,Op1762,NC_007604.1,2429771,2430196,-
SYNPCC7942_RS12010,Synpcc7942_2364,SE_2434,SE_2434,DUF1802 family protein,SYNPCC7942_2364,conserved hypothetical protein,SYNPCC7942_RS12010,DUF1802 family protein,Function unknown,A0A0H3KAP3,Op1762,NC_007604.1,2430162,2430767,-
SYNPCC7942_RS12015,Synpcc7942_2365,SE_2435,prfC,bacterial peptide chain release factor 3 (bRF-3),prfC,peptide chain release factor 3 Small GTP-binding protein domain,prfC,peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",UPI00003A0480,Op1763,NC_007604.1,2430881,2432509,+
SYNPCC7942_RS12020,Synpcc7942_2366,SE_2436,SE_2436,Nitrogen fixation protein of unknown function,SYNPCC7942_2366,hypothetical protein,SYNPCC7942_RS12020,Nif11-like leader peptide family natural product precursor,Function unknown,Q31KM3,Op1764,NC_007604.1,2432601,2432879,-
SYNPCC7942_RS12025,Synpcc7942_2367,SE_2437,SE_2437,protein of unknown function (DUF4359),SYNPCC7942_2367,conserved hypothetical protein,SYNPCC7942_RS12025,DUF4359 domain-containing protein,Function unknown,Q31KM2,Op1765,NC_007604.1,2432951,2433454,-
SYNPCC7942_RS12035,Synpcc7942_2368,SE_2439,SE_2439,"RND family efflux transporter, MFP subunit",hlyD3,Secretion protein HlyD,SYNPCC7942_RS12035,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,A0A0H3K755,Op1766,NC_007604.1,2433890,2435020,+
SYNPCC7942_RS12040,Synpcc7942_2369,SE_2440,acrF,"hydrophobic/amphiphilic exporter-1, HAE1 family",acrF,multidrug efflux transport,SYNPCC7942_RS12040,efflux RND transporter permease subunit,Defense mechanisms,Q31KM0,Op1766,NC_007604.1,2435041,2438211,+
SYNPCC7942_RS12045,Synpcc7942_2370,SE_2441,SE_2441,hypothetical protein,SYNPCC7942_2370,hypothetical protein,SYNPCC7942_RS12045,hypothetical protein,No COG annotation,UPI00005E28F1,Op1766,NC_007604.1,2438232,2438441,+
SYNPCC7942_RS12050,Synpcc7942_2371,SE_2442,lpxA,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosa mine O-acyltransferase,lpxA2,acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3K3M4,Op1767,NC_007604.1,2438452,2439246,-
SYNPCC7942_RS12055,Synpcc7942_2372,SE_2443,SE_2443,"Uncharacterized conserved protein, NAD-dependentepimerase/dehydratase family",SYNPCC7942_2372,conserved hypothetical protein,SYNPCC7942_RS12055,DUF1611 domain-containing protein,Function unknown,Q31KL7,Op1767,NC_007604.1,2439287,2440336,-
SYNPCC7942_RS12060,Synpcc7942_2373,SE_2444,SE_2444,L-alanine-DL-glutamate epimerase,SYNPCC7942_2373,conserved hypothetical protein,SYNPCC7942_RS12060,dipeptide epimerase,Cell wall/membrane/envelope biogenesis,A0A0H3K4D1,Op1767,NC_007604.1,2440339,2441373,-
SYNPCC7942_RS12065,Synpcc7942_2374,SE_2445,SE_2445,tRNA-i(6)A37 thiotransferase enzyme MiaB,SYNPCC7942_2374,Protein of unknown function UPF0004,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"Translation, ribosomal structure and biogenesis",Q31KL5,Op1768,NC_007604.1,2441447,2442805,+
SYNPCC7942_RS12070,Synpcc7942_2375,SE_2446,ddl,D-alanine--D-alanine ligase,ddl,D-alanine--D-alanine ligase,SYNPCC7942_RS12070,D-alanine--D-alanine ligase,Nucleotide transport and metabolism,Q31KL4,Op1768,NC_007604.1,2442837,2443880,+
SYNPCC7942_RS12075,Synpcc7942_2376,SE_2447,SE_2447,hypothetical protein,SYNPCC7942_2376,conserved hypothetical protein,SYNPCC7942_RS12075,hypothetical protein,No COG annotation,A0A0H3K747,Op1768,NC_007604.1,2443884,2444294,+
SYNPCC7942_RS12080,Synpcc7942_2377,SE_2448,SE_2448,cell division protein FtsQ,ftsQ,cell division protein FtsQ,SYNPCC7942_RS12080,FtsQ-type POTRA domain-containing protein,Cell wall/membrane/envelope biogenesis,Q31KL2,Op1768,NC_007604.1,2444319,2445167,+
SYNPCC7942_RS12085,Synpcc7942_2378,SE_2449,ftsZ,cell division protein FtsZ,ftsZ,cell division protein FtsZ,ftsZ,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",A0A0H3K3M0,Op1769,NC_007604.1,2445387,2446568,+
SYNPCC7942_RS12090,Synpcc7942_2379,SE_2450,thiD,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,thiD,Phosphomethylpyrimidine kinase,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,O85786,Op1769,NC_007604.1,2446568,2447359,+
SYNPCC7942_RS12095,Synpcc7942_2380,SE_2451,SE_2451,Polyhydroxyalkanoate synthesis regulator phasin,SYNPCC7942_2380,conserved hypothetical protein,SYNPCC7942_RS12095,hypothetical protein,Function unknown,A0A0H3K4C8,Op1770,NC_007604.1,2447344,2447772,-
SYNPCC7942_RS12100,Synpcc7942_2381,SE_2453,panB,ketopantoate hydroxymethyltransferase,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,Q31KK8,Op1771,NC_007604.1,2448076,2448882,+
SYNPCC7942_RS12105,Synpcc7942_2382,SE_2454,hemN,"coproporphyrinogen III oxidase, anaerobic",hemN,Putative oxygen-independent coproporphyrinogen III oxidase,SYNPCC7942_RS12105,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,A0A0H3K741,Op1772,NC_007604.1,2448879,2450069,-
SYNPCC7942_RS12110,Synpcc7942_2383,SE_2455,ircA,PIN/TRAM domain-containing protein,SYNPCC7942_2383,"Nucleotide binding protein, PINc",SYNPCC7942_RS12110,PIN/TRAM domain-containing protein,Function unknown,Q31KK6,Op1773,NC_007604.1,2450109,2451260,+
SYNPCC7942_RS12115,Synpcc7942_2384,SE_2456,nifJ,pyruvate-ferredoxin/flavodoxin oxidoreductase,nifJ,pyruvate:ferredoxin (flavodoxin) oxidoreductase,nifJ,pyruvate:ferredoxin (flavodoxin) oxidoreductase,Energy production and conversion,Q31KK5,Op1774,NC_007604.1,2451384,2454974,+
SYNPCC7942_RS12120,Synpcc7942_2385,SE_2457,SE_2457,dihydroorotate dehydrogenase (fumarate),SYNPCC7942_2385,conserved hypothetical protein,SYNPCC7942_RS12120,dihydroorotate dehydrogenase-like protein,Nucleotide transport and metabolism,A0A0H3KAM4,Op1774,NC_007604.1,2454974,2455996,+
SYNPCC7942_RS12125,Synpcc7942_2386,SE_2458,hypD,Hydrogenase maturation protein HypD,hypD,hydrogenase expression/formation protein HypD,hypD,hydrogenase formation protein HypD,"Post-translational modification, protein turnover,and chaperones",Q31KK3,Op1774,NC_007604.1,2455998,2457101,+
SYNPCC7942_RS12130,Synpcc7942_2387,SE_2459,SE_2459,Cytochrome c,SYNPCC7942_2387,conserved hypothetical protein,SYNPCC7942_RS12130,c-type cytochrome,Energy production and conversion,Q31KK2,Op1775,NC_007604.1,2457103,2459118,-
SYNPCC7942_RS12135,Synpcc7942_2388,SE_2460,oxdC,oxalate decarboxylase,oxdC,Oxalate decarboxylase,SYNPCC7942_RS12135,cupin domain-containing protein,Carbohydrate transport and metabolism,A0A0H3K3X3,Op1776,NC_007604.1,2459162,2460331,-
SYNPCC7942_RS12140,Synpcc7942_2389,SE_2461,SE_2461,DnaJ domain-containing protein,SYNPCC7942_2389,Heat shock protein DnaJ-like,SYNPCC7942_RS12140,DnaJ domain-containing protein,"Post-translational modification, protein turnover,and chaperones",UPI00031AB655,Op1777,NC_007604.1,2460601,2461464,-
SYNPCC7942_RS12145,Synpcc7942_2390,SE_2462,SE_2462,5-oxoprolinase (ATP-hydrolysing),oplA,5-oxoprolinase (ATP-hydrolyzing),SYNPCC7942_RS12145,hydantoinase B/oxoprolinase family protein,Amino acid transport and metabolism,UPI00003A0499,Op1778,NC_007604.1,2461466,2465122,+
SYNPCC7942_RS12150,,SYNPCC7942_RS12150,SYNPCC7942_RS12150,SYNPCC7942_RS12150,SYNPCC7942_2391,oxidoreductase-like,SYNPCC7942_RS12150,SDR family NAD(P)-dependent oxidoreductase,No COG annotation,,Op1779,NC_007604.1,2465191,2465848,+
SYNPCC7942_RS12155,Synpcc7942_2392,SE_2464,SE_2464,ATP-binding protein,SYNPCC7942_2392,conserved hypothetical protein,SYNPCC7942_RS12155,AAA family ATPase,Function unknown,Q31KJ7,Op1780,NC_007604.1,2466045,2467505,+
SYNPCC7942_RS12160,Synpcc7942_2393,SE_2465,gltX,glutamate--tRNA(Gln) ligase /glutamyl-tRNA synthetase,gltX2,glutamyl-tRNA synthetase,SYNPCC7942_RS12160,glutamate--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q5N1B8,Op1781,NC_007604.1,2467688,2469133,+
