locus_tag,old_locus_tag,gene_name,cycbio_gene_name,cycbio_gene_product,gene_product,COG,uniprot,start,end,strand
SYNPCC7942_RS10385,Synpcc7942_2047,gcvP,gcvP,glycine dehydrogenase,aminomethyl-transferring glycine dehydrogenase,Amino acid transport and metabolism,A0A0H3K4C9,2118510,2121371,+
SYNPCC7942_RS10390,Synpcc7942_2048,psaB,psaB,PsaB,photosystem I core protein PsaB,Energy production and conversion,Q31LJ1,2121521,2123725,-
SYNPCC7942_RS10395,Synpcc7942_2049,psaA,psaA,PsaA,photosystem I core protein PsaA,Energy production and conversion,Q31LJ0,2123745,2126036,-
SYNPCC7942_RS10400,,SYNPCC7942_RS10400,SYNPCC7942_RS10400,SYNPCC7942_RS10400,hypothetical protein,Energy production and conversion,UPI000F7EA1C5,2126581,2127864,+
SYNPCC7942_RS10405,Synpcc7942_2051,SYNPCC7942_RS10405,SYNPCC7942_2051,conserved hypothetical protein,TM0106 family RecB-like putative nuclease,Function unknown,A0A0H3K4Z1,2127861,2129303,-
SYNPCC7942_RS10410,Synpcc7942_2052,SYNPCC7942_RS10410,SYNPCC7942_2052,probable oligopeptides ABC transporter permease protein,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H3K809,2129314,2130186,-
SYNPCC7942_RS10415,Synpcc7942_2053,SYNPCC7942_RS10415,SYNPCC7942_2053,probable peptidase,S9 family peptidase,Amino acid transport and metabolism,Q31LI6,2130328,2132259,+
SYNPCC7942_RS10420,Synpcc7942_2054,SYNPCC7942_RS10420,SYNPCC7942_2054,conserved hypothetical protein,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Q31LI5,2132256,2133197,-
SYNPCC7942_RS10425,Synpcc7942_2055,SYNPCC7942_RS10425,ubiF,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",FAD-dependent hydroxylase,Energy production and conversion,A0A0H3KBI2,2133299,2134543,+
SYNPCC7942_RS10430,,SYNPCC7942_RS10430,SYNPCC7942_RS10430,SYNPCC7942_RS10430,DUF2949 domain-containing protein,Function unknown,UPI00003A0387,2134746,2134985,+
SYNPCC7942_RS10435,Synpcc7942_2057,plsY,SYNPCC7942_2057,Protein of unknown function DUF205,glycerol-3-phosphate 1-O-acyltransferase PlsY,Lipid transport and metabolism,Q31LI2,2135125,2135757,+
SYNPCC7942_RS10440,Synpcc7942_2058,proC,proC,pyrroline-5-carboxylate reductase,pyrroline-5-carboxylate reductase,Amino acid transport and metabolism,Q31LI1,2135767,2136561,-
SYNPCC7942_RS10445,Synpcc7942_2059,SYNPCC7942_RS10445,cdv2,Cdv2,cell division protein SepF,"Cell cycle control, cell division, chromosome partitioning",Q31LI0,2136697,2137272,-
SYNPCC7942_RS10450,Synpcc7942_2060,SYNPCC7942_RS10450,ylmE,Protein of unknown function UPF0001,YggS family pyridoxal phosphate-dependent enzyme,Function unknown,A0A0H3K4N9,2137504,2138169,-
SYNPCC7942_RS10455,Synpcc7942_2061,SYNPCC7942_RS10455,pipX,conserved hypothetical protein,PipX family protein,Function unknown,A0A0H3K4C1,2138194,2138463,-
SYNPCC7942_RS10460,Synpcc7942_2062,SYNPCC7942_RS10460,crtL,"Lycopene cyclase, beta and epsilon",lycopene cyclase family protein,Energy production and conversion,Q55276,2138585,2139820,-
SYNPCC7942_RS10465,Synpcc7942_2063,surE,surE,stationary-phase survival protein SurE,5'/3'-nucleotidase SurE,Nucleotide transport and metabolism,Q31LH6,2139891,2140667,-
SYNPCC7942_RS10470,Synpcc7942_2064,pheS,pheS,"phenylalanyl-tRNA synthetase, alpha subunit",phenylalanine--tRNA ligase subunit alpha,"Translation, ribosomal structure and biogenesis",Q31LH5,2140803,2141804,+
SYNPCC7942_RS13805,Synpcc7942_2065,SYNPCC7942_RS13805,SYNPCC7942_RS13805,SYNPCC7942_RS13805,hypothetical protein,Function unknown,Q31LH4,2141928,2142182,-
SYNPCC7942_RS10475,Synpcc7942_2066,dusA,SYNPCC7942_2066,"TIM-barrel protein, yjbN family",tRNA dihydrouridine(20/20a) synthase DusA,Coenzyme transport and metabolism,A0A0H3K4N4,2142279,2143310,-
SYNPCC7942_RS10480,Synpcc7942_2067,SYNPCC7942_RS10480,SYNPCC7942_2067,HI0933-like protein,NAD(P)/FAD-dependent oxidoreductase,Function unknown,Q31LH2,2143337,2144584,+
SYNPCC7942_RS10485,Synpcc7942_2068,SYNPCC7942_RS10485,SYNPCC7942_2068,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3KBG9,2144549,2145103,-
SYNPCC7942_RS10490,Synpcc7942_2069,SYNPCC7942_RS10490,pilC,fimbrial assembly protein PilC-like,type II secretion system F family protein,"Intracellular trafficking, secretion, and vesicular transport",Q31LH0,2145109,2146341,-
SYNPCC7942_RS10495,Synpcc7942_2070,SYNPCC7942_RS10495,pilT1,twitching motility protein,type IV pilus twitching motility protein PilT,Cell motility,Q31LG9,2146366,2147454,-
SYNPCC7942_RS10500,Synpcc7942_2071,SYNPCC7942_RS10500,SYNPCC7942_2071,ATPase,type II/IV secretion system protein,Cell motility,Q31LG8,2147525,2149525,-
SYNPCC7942_RS10505,Synpcc7942_2072,grpE,grpE,heat shock protein GrpE,nucleotide exchange factor GrpE,"Post-translational modification, protein turnover,and chaperones",Q59984,2149802,2150425,+
SYNPCC7942_RS10510,Synpcc7942_2073,dnaK,dnaK1,Heat shock protein Hsp70-1,molecular chaperone DnaK,"Post-translational modification, protein turnover,and chaperones",P50020,2150530,2152497,+
SYNPCC7942_RS10515,Synpcc7942_2074,dnaJ,dnaJ1,heat shock protein DnaJ-1,molecular chaperone DnaJ,"Post-translational modification, protein turnover,and chaperones",Q31LG5,2152639,2153769,+
SYNPCC7942_RS10520,Synpcc7942_2075,SYNPCC7942_RS10520,SYNPCC7942_2075,conserved hypothetical protein,sulfurtransferase TusA family protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3KBG3,2153766,2154017,+
SYNPCC7942_RS10525,Synpcc7942_2076,rsgA,rsgA,putative ribosome biogenesis GTPase RsgA,small ribosomal subunit biogenesis GTPase RsgA,Function unknown,Q31LG3,2154014,2155066,+
SYNPCC7942_RS10530,Synpcc7942_2077,SYNPCC7942_RS10530,SYNPCC7942_2077,conserved hypothetical protein,DUF393 domain-containing protein,Function unknown,A0A0H3K7X6,2155133,2155549,+
SYNPCC7942_RS10535,Synpcc7942_2078,SYNPCC7942_RS10535,pgam3,phosphoglycerate mutase,histidine phosphatase family protein,Carbohydrate transport and metabolism,Q31LG1,2155927,2156565,-
SYNPCC7942_RS10540,Synpcc7942_2079,SYNPCC7942_RS10540,ackA,acetate kinase,acetate/propionate family kinase,Nucleotide transport and metabolism,Q31LG0,2156574,2157755,-
SYNPCC7942_RS10545,Synpcc7942_2080,SYNPCC7942_RS10545,xfp,Fructose-6-phosphate phosphoketolase,phosphoketolase family protein,Carbohydrate transport and metabolism,Q31LF9,2158038,2160428,+
SYNPCC7942_RS10550,Synpcc7942_2081,SYNPCC7942_RS10550,SYNPCC7942_2081,probable glycosyl transferase,glycosyltransferase,Function unknown,Q31LF8,2160557,2161507,-
SYNPCC7942_RS10555,Synpcc7942_2082,SYNPCC7942_RS10555,fusA,elongation factor EF-G,elongation factor G,"Translation, ribosomal structure and biogenesis",A0A0H3K4W3,2161587,2163575,-
SYNPCC7942_RS10560,Synpcc7942_2083,SYNPCC7942_RS10560,marC,Multiple antibiotic resistance (MarC)-related proteins,MarC family protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3K7X0,2163925,2164596,+
SYNPCC7942_RS10565,Synpcc7942_2084,chlG,chlG,Chlorophyll synthase,chlorophyll synthase ChlG,Coenzyme transport and metabolism,Q31LF5,2164651,2165670,-
SYNPCC7942_RS10570,Synpcc7942_2085,SYNPCC7942_RS10570,SYNPCC7942_2085,probable anion transporting ATPase,ArsA family ATPase,Inorganic ion transport and metabolism,A0A0H3K499,2165683,2166759,-
SYNPCC7942_RS10575,Synpcc7942_2086,SYNPCC7942_RS10575,SYNPCC7942_2086,conserved hypothetical protein,DUF2862 domain-containing protein,Function unknown,A0A0H3KBF5,2166791,2166991,-
SYNPCC7942_RS10580,Synpcc7942_2087,hisF,hisF,"imidazoleglycerol phosphate synthase, cyclase subunit",imidazole glycerol phosphate synthase subunit HisF,Amino acid transport and metabolism,Q31LF2,2167149,2167916,+
SYNPCC7942_RS10585,Synpcc7942_2088,SYNPCC7942_RS10585,SYNPCC7942_2088,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31LF1,2168002,2168316,+
SYNPCC7942_RS10590,Synpcc7942_2089,SYNPCC7942_RS10590,trx4,Thioredoxin 2,vitamin K epoxide reductase family protein,Energy production and conversion,A0A0H3K7W3,2168671,2169585,-
SYNPCC7942_RS10595,Synpcc7942_2090,SYNPCC7942_RS10595,thrA,Homoserine dehydrogenase,homoserine dehydrogenase,Amino acid transport and metabolism,UPI000049B4AC,2169881,2171179,+
SYNPCC7942_RS10600,Synpcc7942_2091,SYNPCC7942_RS10600,ndhF3,"proton-translocating NADH-quinone oxidoreductase, subunit NdhF3",NAD(P)H-quinone oxidoreductase subunit F,Energy production and conversion,Q8VPV9,2171430,2173268,+
SYNPCC7942_RS10605,Synpcc7942_2092,ndhD3,ndhD3,"proton-translocating NADH-quinone oxidoreductase, subunit NdhD3",proton-translocating NADH-quinone oxidoreductase subunit NdhD3,Energy production and conversion,Q31LE7,2173280,2174821,+
SYNPCC7942_RS10610,Synpcc7942_2093,SYNPCC7942_RS10610,cupA,CO2 hydration protein,CO2 hydration protein,Energy production and conversion,Q8VPV7,2174870,2176162,+
SYNPCC7942_RS10615,Synpcc7942_2094,SYNPCC7942_RS10615,cupS,CO2 hydration protein,fasciclin domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0H3K7V9,2176209,2176610,+
SYNPCC7942_RS10620,Synpcc7942_2095,SYNPCC7942_RS10620,SYNPCC7942_2095,conserved hypothetical protein,hypothetical protein,Function unknown,A0A0H3K4K4,2176855,2177238,+
SYNPCC7942_RS10625,Synpcc7942_2096,SYNPCC7942_RS10625,SYNPCC7942_2096,diguanylate cyclase (GGDEF domain),diguanylate cyclase,Signal transduction mechanisms,Q31LE3,2177467,2179461,+
SYNPCC7942_RS10630,Synpcc7942_2097,SYNPCC7942_RS10630,SYNPCC7942_2097,conserved hypothetical protein,DUF1853 family protein,Function unknown,UPI0012DF0431,2179471,2180397,-
SYNPCC7942_RS10635,Synpcc7942_2098,rfbC,rfbC2,"dTDP-4-dehydrorhamnose 3,5-epimerase",dTDP-4-dehydrorhamnose 3%2C5-epimerase,Carbohydrate transport and metabolism,A0A0H3K4U7,2180457,2181008,+
SYNPCC7942_RS10640,Synpcc7942_2099,rfbD,rfbD,dTDP-4-dehydrorhamnose reductase,dTDP-4-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,A0A0H3K7V3,2181005,2181874,+
SYNPCC7942_RS10645,Synpcc7942_2100,rfbB,rfbB2,"dTDP-glucose 4,6-dehydratase",dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,A0A0H3K4J8,2181871,2182944,+
SYNPCC7942_RS10650,Synpcc7942_2101,rfbA,rmlA,glucose-1-phosphate thymidylyltransferase,glucose-1-phosphate thymidylyltransferase RfbA,Coenzyme transport and metabolism,A0A0H3K481,2182941,2183825,+
SYNPCC7942_RS10655,Synpcc7942_2102,SYNPCC7942_RS10655,SYNPCC7942_2102,2Fe-2S iron-sulfur cluster binding domain protein,2Fe-2S iron-sulfur cluster binding domain-containing protein,Energy production and conversion,A0A0H3KBD5,2183837,2184076,+
SYNPCC7942_RS10660,Synpcc7942_2103,SYNPCC7942_RS10660,SYNPCC7942_2103,conserved hypothetical protein,DUF3291 domain-containing protein,Function unknown,A0A0H3K4U3,2184119,2184523,-
SYNPCC7942_RS10665,Synpcc7942_2104,cynS,cynS,cyanate lyase,cyanase,Coenzyme transport and metabolism,Q59948,2184740,2185180,-
SYNPCC7942_RS10670,Synpcc7942_2105,SYNPCC7942_RS10670,cynD,cyanate transport ATP-binding subunit,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0H3K7U8,2185191,2186060,-
SYNPCC7942_RS10675,Synpcc7942_2106,SYNPCC7942_RS10675,cynB,nitrate transport permease,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H3K4J2,2186064,2186855,-
SYNPCC7942_RS10680,,SYNPCC7942_RS10680,SYNPCC7942_RS10680,SYNPCC7942_RS10680,ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Q31LD2,2186865,2188454,-
SYNPCC7942_RS10685,Synpcc7942_2108,SYNPCC7942_RS10685,SYNPCC7942_2108,conserved hypothetical protein,hypothetical protein,No COG annotation,Q31LD1,2188718,2189086,+
SYNPCC7942_RS10690,Synpcc7942_2109,SYNPCC7942_RS10690,SYNPCC7942_2109,ATPase,ABC transporter ATP-binding protein,Defense mechanisms,Q31LD0,2189141,2190916,+
SYNPCC7942_RS10695,Synpcc7942_2110,SYNPCC7942_RS10695,fmt,methionyl-tRNA formyltransferase,methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",Q31LC9,2190917,2191900,-
SYNPCC7942_RS10700,Synpcc7942_2111,SYNPCC7942_RS10700,xylR,xylose repressor,ROK family protein,Carbohydrate transport and metabolism,Q31LC8,2192025,2192933,+
SYNPCC7942_RS10705,Synpcc7942_2112,SYNPCC7942_RS10705,SYNPCC7942_2112,conserved hypothetical protein,AAA family ATPase,Coenzyme transport and metabolism,A0A0H3K469,2192960,2193502,-
SYNPCC7942_RS10710,Synpcc7942_2113,SYNPCC7942_RS10710,prsA,ribose-phosphate pyrophosphokinase,ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,Q59988,2193730,2194725,+
SYNPCC7942_RS10715,Synpcc7942_2114,SYNPCC7942_RS10715,sasA,SasA histidine kinase monomer,histidine kinase,Signal transduction mechanisms,Q06904,2194827,2195990,+
SYNPCC7942_RS10725,Synpcc7942_2115,SYNPCC7942_RS10725,SYNPCC7942_2115,conserved hypothetical protein,GNAT family N-acetyltransferase,Transcription,A0A0H3K7T3,2196274,2197128,-
SYNPCC7942_RS10730,Synpcc7942_2116,SYNPCC7942_RS10730,SYNPCC7942_2116,conserved hypothetical protein,alpha/beta fold hydrolase,Function unknown,Q31LC3,2197290,2198150,-
SYNPCC7942_RS10735,Synpcc7942_2117,gatA,gatA,"glutamyl-tRNA(Gln) amidotransferase, A subunit",Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,"Translation, ribosomal structure and biogenesis",Q31LC2,2198155,2199594,-
SYNPCC7942_RS10740,Synpcc7942_2118,SYNPCC7942_RS10740,SYNPCC7942_2118,conserved hypothetical protein,DUF1816 domain-containing protein,Signal transduction mechanisms,A0A0H3K463,2199694,2199981,-
SYNPCC7942_RS10745,Synpcc7942_2119,rlmB,trmH1,"RNA methyltransferase TrmH, group 3",23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",Q31LC0,2200097,2201656,-
SYNPCC7942_RS10750,Synpcc7942_2120,SYNPCC7942_RS10750,rnc2,Ribonuclease III,ribonuclease III,"Translation, ribosomal structure and biogenesis",Q31LB9,2201698,2202114,-
SYNPCC7942_RS10755,Synpcc7942_2121,SYNPCC7942_RS10755,spoIIAA,Anti-sigma F factor antagonist,STAS domain-containing protein,Signal transduction mechanisms,A0A0H3K4S9,2202117,2202509,-
SYNPCC7942_RS10760,Synpcc7942_2122,SYNPCC7942_RS10760,carA,"carbamoyl-phosphate synthase, small subunit",glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,Nucleotide transport and metabolism,Q31LB7,2202560,2203735,-
SYNPCC7942_RS10765,Synpcc7942_2123,trpD,trpD,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase,Nucleotide transport and metabolism,Q31LB6,2203801,2204847,-
SYNPCC7942_RS10770,Synpcc7942_2124,SYNPCC7942_RS10770,bcp,acetylpolyamine aminohydrolase,histone deacetylase,Chromatin structure and dynamics,Q31LB5,2204908,2205879,-
SYNPCC7942_RS10775,Synpcc7942_2125,SYNPCC7942_RS10775,SYNPCC7942_2125,conserved hypothetical protein,hypothetical protein,Function unknown,A0A0H3K4H1,2206002,2206403,+
SYNPCC7942_RS10780,Synpcc7942_2126,SYNPCC7942_RS10780,SYNPCC7942_2126,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K457,2206400,2206804,-
SYNPCC7942_RS10785,Synpcc7942_2127,SYNPCC7942_RS10785,nblA,phycobilisome degradation protein NblA,phycobilisome degradation protein NblA,Function unknown,P35087,2207167,2207346,+
SYNPCC7942_RS10790,Synpcc7942_2128,SYNPCC7942_RS10790,txlA,Thiol:disulfide interchange protein txlA,thiol:disulfide interchange protein TxlA,Energy production and conversion,A0A0H3K4S5,2207506,2208081,-
SYNPCC7942_RS10795,Synpcc7942_2129,SYNPCC7942_RS10795,SYNPCC7942_2129,4Fe-4S ferredoxin iron-sulfur binding domain protein,4Fe-4S binding protein,Energy production and conversion,A0A0H3K7R6,2208154,2208558,+
SYNPCC7942_RS10800,Synpcc7942_2130,SYNPCC7942_RS10800,SYNPCC7942_2130,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K4G5,2208566,2209150,+
SYNPCC7942_RS10805,Synpcc7942_2131,SYNPCC7942_RS10805,slt,probable soluble lytic transglycosylase,transglycosylase SLT domain-containing protein,Cell wall/membrane/envelope biogenesis,Q31LA8,2209183,2211255,-
SYNPCC7942_RS10810,,SYNPCC7942_RS10810,SYNPCC7942_RS10810,SYNPCC7942_RS10810,hypothetical protein,No COG annotation,UPI00003A03C7,2211315,2211494,+
SYNPCC7942_RS10815,Synpcc7942_2132,SYNPCC7942_RS10815,glmM,phosphoglucosamine mutase,phosphoglucosamine mutase,Carbohydrate transport and metabolism,Q31LA7,2211549,2212967,+
SYNPCC7942_RS10820,Synpcc7942_2133,SYNPCC7942_RS10820,SYNPCC7942_2133,conserved hypothetical protein,hypothetical protein,Amino acid transport and metabolism,A0A0H3KB95,2212970,2213521,-
SYNPCC7942_RS10825,Synpcc7942_2134,SYNPCC7942_RS10825,amiA2,N-acetylmuramoyl-L-alanine amidase,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,A0A0H3K4S0,2213659,2214708,-
SYNPCC7942_RS10830,Synpcc7942_2135,SYNPCC7942_RS10830,SYNPCC7942_2135,conserved hypothetical protein,hypothetical protein,Function unknown,A0A0H3K7Q9,2214773,2215456,-
SYNPCC7942_RS10835,Synpcc7942_2136,SYNPCC7942_RS10835,dapB,dihydrodipicolinate reductase,4-hydroxy-tetrahydrodipicolinate reductase,Amino acid transport and metabolism,Q31LA3,2215466,2216287,-
SYNPCC7942_RS10840,Synpcc7942_2137,SYNPCC7942_RS10840,chlH,"Magnesium-chelatase, subunit H",magnesium chelatase subunit H,Coenzyme transport and metabolism,A0A0H3K4F9,2216577,2220563,+
SYNPCC7942_RS10845,,SYNPCC7942_RS10845,SYNPCC7942_RS10845,SYNPCC7942_RS10845,hypothetical protein,No COG annotation,UPI000585A666,2220725,2221294,+
SYNPCC7942_RS14075,,SYNPCC7942_RS14075,SYNPCC7942_RS14075,SYNPCC7942_RS14075,membrane protease subunit,No COG annotation,,2221387,2221512,+
SYNPCC7942_RS10850,Synpcc7942_2138,SYNPCC7942_RS10850,SYNPCC7942_2138,conserved hypothetical protein,type II toxin-antitoxin system HicA family toxin,No COG annotation,Q31LA1,2221934,2222959,+
SYNPCC7942_RS14080,,SYNPCC7942_RS14080,SYNPCC7942_RS14080,SYNPCC7942_RS14080,hypothetical protein,No COG annotation,UPI0002DC75B4,2223130,2223279,-
SYNPCC7942_RS10855,Synpcc7942_2139,SYNPCC7942_RS10855,gst3,probable glutathione S-transferase,glutathione S-transferase family protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3KB90,2223602,2224213,+
SYNPCC7942_RS10860,Synpcc7942_2140,SYNPCC7942_RS10860,SYNPCC7942_2140,conserved hypothetical protein,cytidine deaminase,Nucleotide transport and metabolism,A0A0H3K4R5,2224311,2224742,+
SYNPCC7942_RS13810,,SYNPCC7942_RS13810,SYNPCC7942_RS13810,SYNPCC7942_RS13810,TetR/AcrR family transcriptional regulator,Transcription,,2224903,2225079,+
SYNPCC7942_RS10865,,SYNPCC7942_RS10865,SYNPCC7942_RS10865,SYNPCC7942_RS10865,cupin domain-containing protein,Function unknown,A0A0H3K7Q1,2225299,2225652,+
SYNPCC7942_RS10870,Synpcc7942_2141,SYNPCC7942_RS10870,SYNPCC7942_2141,conserved hypothetical protein,hypothetical protein,No COG annotation,A0A0H3K4F3,2226031,2226495,+
SYNPCC7942_RS10875,Synpcc7942_2142,SYNPCC7942_RS10875,infA,probable translation initiation factor SUI1,translation initiation factor,"Translation, ribosomal structure and biogenesis",Q31L97,2226468,2226803,-
SYNPCC7942_RS10880,Synpcc7942_2143,trpB,trpB,"tryptophan synthase, beta subunit",tryptophan synthase subunit beta,Amino acid transport and metabolism,A0A0H3KB82,2226908,2228170,+
SYNPCC7942_RS10890,Synpcc7942_2144,SYNPCC7942_RS10890,SYNPCC7942_2144,nuclease (SNase-like),thermonuclease family protein,"Replication, recombination and repair",Q31L95,2228529,2229017,-
SYNPCC7942_RS10895,Synpcc7942_2145,SYNPCC7942_RS10895,SYNPCC7942_2145,conserved hypothetical protein,carbon-nitrogen hydrolase,Function unknown,UPI00003A03D3,2229023,2229910,-
SYNPCC7942_RS10900,Synpcc7942_2146,SYNPCC7942_RS10900,SYNPCC7942_2146,hypothetical protein,hypothetical protein,No COG annotation,UPI00003A03D4,2230024,2230323,+
SYNPCC7942_RS10905,Synpcc7942_2147,SYNPCC7942_RS10905,SYNPCC7942_2147,conserved hypothetical protein,PIN domain-containing protein,Function unknown,A0A0H3K4E8,2230316,2230726,+
SYNPCC7942_RS10915,Synpcc7942_2148,SYNPCC7942_RS10915,SYNPCC7942_2148,ATPase,ABC transporter ATP-binding protein,Defense mechanisms,A0A0H3K435,2230823,2231845,+
SYNPCC7942_RS10920,Synpcc7942_2149,SYNPCC7942_RS10920,SYNPCC7942_2149,ABC-2 type transport system permease protein,ABC transporter permease,Defense mechanisms,A0A0H3KB79,2231897,2232757,+
SYNPCC7942_RS10925,Synpcc7942_2150,SYNPCC7942_RS10925,SYNPCC7942_2150,probable hydrolase,linear amide C-N hydrolase,Cell wall/membrane/envelope biogenesis,A0A0H3K4Q3,2232979,2234022,+
SYNPCC7942_RS10930,Synpcc7942_2151,SYNPCC7942_RS10930,bcsA3,Cellulose synthase (UDP-forming),glycosyltransferase,Cell wall/membrane/envelope biogenesis,Q31L88,2234141,2236354,-
