locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SYNPCC7942_RS11835,SYNPCC7942_RS11835,2394836,2395927,+,tetratricopeptide repeat protein,A0A0H3K422,S,
SYNPCC7942_RS11840,SYNPCC7942_RS11840,2395924,2397198,-,HD domain-containing protein,Q31KR0,S,K06885
SYNPCC7942_RS11845,SYNPCC7942_RS11845,2397191,2398414,-,PDZ domain-containing protein,Q31KQ9,M,K03797
SYNPCC7942_RS11850,SYNPCC7942_RS11850,2398625,2399272,+,cytochrome b6,Q54711,C,K02635
SYNPCC7942_RS11855,SYNPCC7942_RS11855,2399369,2399851,+,cytochrome b6-f complex subunit IV,Q54710,C,K02637
SYNPCC7942_RS11860,opcA,2399962,2401299,-,glucose-6-phosphate dehydrogenase assembly protein OpcA,A0A0H3K4F7,G,
SYNPCC7942_RS11865,SYNPCC7942_RS11865,2401339,2402874,-,glucose-6-phosphate dehydrogenase,A0A0H3K781,G,K00036
SYNPCC7942_RS11870,SYNPCC7942_RS11870,2402921,2403955,-,class 1 fructose-bisphosphatase,Q59943,G,K03841
SYNPCC7942_RS14100,SYNPCC7942_RS14100,2404216,2404389,-,hypothetical protein,UPI00003A0467,X,
SYNPCC7942_RS11875,SYNPCC7942_RS11875,2404597,2405550,-,N-acetylmuramoyl-L-alanine amidase,Q31KQ2,V,
SYNPCC7942_RS11880,SYNPCC7942_RS11880,2405849,2406766,+,hypothetical protein,Q31KQ1,X,
SYNPCC7942_RS11885,SYNPCC7942_RS11885,2406810,2407847,+,D-glycero-beta-D-manno-heptose-7-phosphate kinase,UPI0012DE3DA5,H,
SYNPCC7942_RS11890,SYNPCC7942_RS11890,2407881,2409242,+,ribosome biogenesis GTPase Der,Q31KP9,S,K03977
SYNPCC7942_RS11895,SYNPCC7942_RS11895,2409252,2410133,+,hypothetical protein,P72549,P,K16785
SYNPCC7942_RS11900,SYNPCC7942_RS11900,2410477,2410977,-,photosystem I reaction center protein subunit XI,P95822,S,K02699
SYNPCC7942_RS11905,SYNPCC7942_RS11905,2411023,2411139,-,photosystem I reaction center subunit VIII,A0A0H3K775,S,K02696
SYNPCC7942_RS11910,SYNPCC7942_RS11910,2411499,2412449,+,hypothetical protein,Q31KP5,C,
SYNPCC7942_RS11915,SYNPCC7942_RS11915,2412588,2412926,-,30S ribosomal protein PSRP-3,O05161,J,K19032
SYNPCC7942_RS11920,SYNPCC7942_RS11920,2413341,2414141,+,TIGR01548 family HAD-type hydrolase,A0A0H3K3P5,S,K11777
SYNPCC7942_RS11925,SYNPCC7942_RS11925,2414138,2415094,-,hypothetical protein,UPI00003A046E,Q,
SYNPCC7942_RS11930,queA,2415233,2416312,+,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,Q31KP1,F,K07568
SYNPCC7942_RS11935,SYNPCC7942_RS11935,2416387,2417580,+,type IV pilus twitching motility protein PilT,A0A0H3K4E9,N,K02669
SYNPCC7942_RS11940,SYNPCC7942_RS11940,2417593,2418294,-,threonylcarbamoyl-AMP synthase,A0A0H3K772,J,
SYNPCC7942_RS11945,larC,2418310,2419518,+,nickel pincer cofactor biosynthesis protein LarC,Q31KN8,S,K09121
SYNPCC7942_RS11950,raiA,2419575,2420198,-,ribosome-associated translation inhibitor RaiA,Q31KN7,J,K05808
SYNPCC7942_RS11955,lipB,2420404,2421105,+,lipoyl(octanoyl) transferase LipB,Q31KN6,H,K03801
SYNPCC7942_RS11960,SYNPCC7942_RS11960,2421202,2421726,-,FKBP-type peptidyl-prolyl cis-trans isomerase,A0A0H3KAQ8,M,"K01802,ko:K03772"
SYNPCC7942_RS11965,SYNPCC7942_RS11965,2421779,2422102,-,phasin family protein,A0A0H3K4E5,S,
SYNPCC7942_RS11970,SYNPCC7942_RS11970,2422193,2422834,-,Crp/Fnr family transcriptional regulator,UPI00003A0477,K,
SYNPCC7942_RS11975,SYNPCC7942_RS11975,2423001,2424446,-,family 10 glycosylhydrolase,Q31KN2,S,
SYNPCC7942_RS11980,SYNPCC7942_RS11980,2424522,2425352,+,carbon-nitrogen hydrolase family protein,A0A0H3K3N5,S,K11206
SYNPCC7942_RS11985,SYNPCC7942_RS11985,2425391,2426773,+,cation:proton antiporter,Q31KN0,P,
SYNPCC7942_RS11990,SYNPCC7942_RS11990,2426823,2427857,+,N-acetylmuramoyl-L-alanine amidase,Q31KM9,M,K01448
SYNPCC7942_RS11995,SYNPCC7942_RS11995,2427870,2428739,+,glutamate racemase,A0A0H3K761,M,K01776
SYNPCC7942_RS12000,sds,2428783,2429754,+,solanesyl diphosphate synthase,Q31KM7,H,K05356
SYNPCC7942_RS12005,SYNPCC7942_RS12005,2429771,2430196,-,hypothetical protein,A0A0H3K3N0,X,
SYNPCC7942_RS12010,SYNPCC7942_RS12010,2430162,2430767,-,DUF1802 family protein,A0A0H3KAP3,S,
SYNPCC7942_RS12015,prfC,2430881,2432509,+,peptide chain release factor 3,UPI00003A0480,J,K02837
SYNPCC7942_RS12020,SYNPCC7942_RS12020,2432601,2432879,-,Nif11 family protein,Q31KM3,S,
SYNPCC7942_RS12025,SYNPCC7942_RS12025,2432951,2433454,-,DUF4359 domain-containing protein,Q31KM2,S,
SYNPCC7942_RS12035,SYNPCC7942_RS12035,2433890,2435020,+,efflux RND transporter periplasmic adaptor subunit,A0A0H3K755,M,
SYNPCC7942_RS12040,SYNPCC7942_RS12040,2435041,2438211,+,efflux RND transporter permease subunit,Q31KM0,V,K03296
SYNPCC7942_RS12045,SYNPCC7942_RS12045,2438232,2438441,+,hypothetical protein,UPI00005E28F1,X,
SYNPCC7942_RS12050,lpxA,2438452,2439246,-,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,A0A0H3K3M4,M,K00677
SYNPCC7942_RS12055,SYNPCC7942_RS12055,2439287,2440336,-,DUF1611 domain-containing protein,Q31KL7,S,
SYNPCC7942_RS12060,SYNPCC7942_RS12060,2440339,2441373,-,dipeptide epimerase,A0A0H3K4D1,M,K19802
SYNPCC7942_RS12065,miaB,2441447,2442805,+,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,Q31KL5,J,K06168
SYNPCC7942_RS12070,SYNPCC7942_RS12070,2442837,2443880,+,D-alanine--D-alanine ligase,Q31KL4,F,K01921
SYNPCC7942_RS12075,SYNPCC7942_RS12075,2443884,2444294,+,hypothetical protein,A0A0H3K747,X,
SYNPCC7942_RS12080,SYNPCC7942_RS12080,2444319,2445167,+,FtsQ-type POTRA domain-containing protein,Q31KL2,M,K03589
SYNPCC7942_RS12085,ftsZ,2445387,2446568,+,cell division protein FtsZ,A0A0H3K3M0,D,K03531
SYNPCC7942_RS12090,thiD,2446568,2447359,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,O85786,H,K00941
SYNPCC7942_RS12095,SYNPCC7942_RS12095,2447344,2447772,-,hypothetical protein,A0A0H3K4C8,S,
SYNPCC7942_RS12100,panB,2448076,2448882,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,Q31KK8,H,K00606
SYNPCC7942_RS12105,SYNPCC7942_RS12105,2448879,2450069,-,coproporphyrinogen III oxidase,A0A0H3K741,H,
SYNPCC7942_RS12110,SYNPCC7942_RS12110,2450109,2451260,+,PIN/TRAM domain-containing protein,Q31KK6,S,
SYNPCC7942_RS12115,nifJ,2451384,2454974,+,pyruvate:ferredoxin (flavodoxin) oxidoreductase,Q31KK5,C,K03737
SYNPCC7942_RS12120,SYNPCC7942_RS12120,2454974,2455996,+,dihydroorotate dehydrogenase-like protein,A0A0H3KAM4,F,K00226
SYNPCC7942_RS12125,hypD,2455998,2457101,+,hydrogenase formation protein HypD,Q31KK3,O,K04654
SYNPCC7942_RS12130,SYNPCC7942_RS12130,2457103,2459118,-,c-type cytochrome,Q31KK2,C,
SYNPCC7942_RS12135,SYNPCC7942_RS12135,2459162,2460331,-,cupin domain-containing protein,A0A0H3K3X3,G,K01569
SYNPCC7942_RS12140,SYNPCC7942_RS12140,2460601,2461464,-,DnaJ domain-containing protein,UPI00031AB655,O,
SYNPCC7942_RS12145,SYNPCC7942_RS12145,2461466,2465122,+,5-oxoprolinase,UPI00003A0499,E,"K01469,ko:K01473"
SYNPCC7942_RS12150,SYNPCC7942_RS12150,2465191,2465848,+,SDR family NAD(P)-dependent oxidoreductase,,X,
SYNPCC7942_RS12155,SYNPCC7942_RS12155,2466045,2467505,+,ATP-binding protein,Q31KJ7,S,
SYNPCC7942_RS12160,SYNPCC7942_RS12160,2467688,2469133,+,glutamate--tRNA ligase,Q5N1B8,J,K01885
SYNPCC7942_RS12165,SYNPCC7942_RS12165,2469054,2470835,-,sodium:proton antiporter,A0A0H3K3W7,P,
SYNPCC7942_RS12170,SYNPCC7942_RS12170,2470889,2471140,-,hypothetical protein,A0A0H3K3K8,X,
SYNPCC7942_RS12175,SYNPCC7942_RS12175,2471379,2471930,-,YqeG family HAD IIIA-type phosphatase,A0A0H3KAL2,S,K07015
SYNPCC7942_RS12180,SYNPCC7942_RS12180,2471934,2472461,-,DUF3727 domain-containing protein,A0A0H3K4B5,S,
SYNPCC7942_RS12185,ruvX,2472467,2472916,-,Holliday junction resolvase RuvX,Q31KJ1,J,K07447
SYNPCC7942_RS12190,SYNPCC7942_RS12190,2472923,2474101,-,N-acetyltransferase,Q31KJ0,K,
SYNPCC7942_RS12195,SYNPCC7942_RS12195,2474159,2475316,-,hypothetical protein,Q31KI9,S,
SYNPCC7942_RS12200,SYNPCC7942_RS12200,2475449,2475940,-,Hsp20/alpha crystallin family protein,A0A0H3K3K6,O,K13993
SYNPCC7942_RS12205,SYNPCC7942_RS12205,2476025,2477155,+,agmatine deiminase family protein,A0A0H3KAK8,E,K10536
SYNPCC7942_RS12210,SYNPCC7942_RS12210,2477464,2477748,+,DUF2470 domain-containing protein,A0A0H3K4B2,P,
SYNPCC7942_RS13840,SYNPCC7942_RS13840,2477807,2478547,+,ComF family protein,Q31KI5,S,
SYNPCC7942_RS12225,SYNPCC7942_RS12225,2478739,2478993,-,DNA-binding protein,Q31KI4,O,
SYNPCC7942_RS12230,thiO,2479051,2480190,+,glycine oxidase ThiO,A0A0H3K3K1,E,K03153
SYNPCC7942_RS12235,SYNPCC7942_RS12235,2480126,2480938,+,hypothetical protein,UPI000049B7E4,S,
SYNPCC7942_RS12240,SYNPCC7942_RS12240,2481009,2481395,-,RidA family protein,Q31KI1,J,
SYNPCC7942_RS12245,SYNPCC7942_RS12245,2481471,2482805,-,adenylosuccinate synthase,Q31KI0,F,K01939
SYNPCC7942_RS12250,SYNPCC7942_RS12250,2482991,2484025,+,adenosine deaminase,A0A0H3K709,F,K01488
SYNPCC7942_RS12255,SYNPCC7942_RS12255,2484050,2484421,+,hypothetical protein,A0A0H3K3V0,S,
SYNPCC7942_RS12260,SYNPCC7942_RS12260,2484439,2485251,-,membrane protein,Q31KH7,O,
SYNPCC7942_RS12265,SYNPCC7942_RS12265,2485595,2486650,-,class I SAM-dependent methyltransferase,A0A0H3KAJ8,Q,
SYNPCC7942_RS12270,lysS,2486856,2488370,-,lysine--tRNA ligase,Q31KH4,J,K04567
SYNPCC7942_RS12275,SYNPCC7942_RS12275,2488440,2489207,-,response regulator,A0A0H3K4A3,K,
SYNPCC7942_RS12280,SYNPCC7942_RS12280,2489314,2490579,-,sugar ABC transporter substrate-binding protein,A0A0H3K702,G,K17244
SYNPCC7942_RS12285,SYNPCC7942_RS12285,2490633,2491517,-,LysR family transcriptional regulator,A0A0H3K3U4,K,
SYNPCC7942_RS12290,SYNPCC7942_RS12290,2491630,2492154,+,hypothetical protein,A0A0H3K3J1,S,
SYNPCC7942_RS12295,cysE,2492215,2492949,+,serine O-acetyltransferase,A0A0H3KAJ1,E,K00640
SYNPCC7942_RS12300,SYNPCC7942_RS12300,2492980,2493897,-,membrane protein,A0A0H3K497,P,K07243
SYNPCC7942_RS12305,SYNPCC7942_RS12305,2493978,2494844,-,hypothetical protein,A0A0H3K6Z7,S,
SYNPCC7942_RS12310,mnmG,2494868,2496775,-,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,Q31KG6,D,K03495
SYNPCC7942_RS12315,SYNPCC7942_RS12315,2496824,2497627,-,DUF975 family protein,Q31KG5,S,
SYNPCC7942_RS12320,SYNPCC7942_RS12320,2497699,2498661,-,NAD(P)H-binding protein,Q31KG4,G,
SYNPCC7942_RS12325,petM,2498780,2498893,-,cytochrome b6-f complex subunit PetM,Q31KG3,X,
SYNPCC7942_RS12330,SYNPCC7942_RS12330,2498972,2499814,+,sulfurtransferase,Q31KG2,P,K01011
SYNPCC7942_RS12335,SYNPCC7942_RS12335,2499798,2500244,-,biopolymer transporter ExbD,A0A0H3K491,U,K03559
SYNPCC7942_RS12340,SYNPCC7942_RS12340,2500278,2500928,-,MotA/TolQ/ExbB proton channel family protein,Q31KG0,U,K03561
SYNPCC7942_RS12345,SYNPCC7942_RS12345,2500967,2502112,-,SAM-dependent methyltransferase,A0A0H3K3T3,J,K00555
SYNPCC7942_RS12350,SYNPCC7942_RS12350,2502302,2505982,-,hypothetical protein,,X,
SYNPCC7942_RS12355,SYNPCC7942_RS12355,2506121,2506729,+,Uma2 family endonuclease,Q31KF7,S,
SYNPCC7942_RS12360,SYNPCC7942_RS12360,2506726,2507646,+,alpha/beta fold hydrolase,Q31KF6,I,
SYNPCC7942_RS12365,ilvN,2507663,2508181,+,acetolactate synthase small subunit,A0A0H3K6Y3,E,K01653
SYNPCC7942_RS12370,SYNPCC7942_RS12370,2508185,2508805,+,DUF938 domain-containing protein,A0A0H3K3S8,J,
SYNPCC7942_RS12375,msrA,2508849,2509445,-,peptide-methionine (S)-S-oxide reductase MsrA,A0A0H3K3H9,O,K07304
SYNPCC7942_RS12380,ileS,2509504,2512368,-,isoleucine--tRNA ligase,Q31KF2,J,K01870
SYNPCC7942_RS12385,SYNPCC7942_RS12385,2512440,2513873,-,chemotaxis protein CheA,A0A0H3KAH2,S,
SYNPCC7942_RS12395,SYNPCC7942_RS12395,2514276,2515271,+,beta-carotene hydroxylase,A0A0H3K480,I,K02294
SYNPCC7942_RS12400,pnp,2515544,2517694,-,polyribonucleotide nucleotidyltransferase,Q31KE9,J,K00962
SYNPCC7942_RS12405,pstB,2517856,2518650,-,phosphate ABC transporter ATP-binding protein,Q31KE8,P,K02036
SYNPCC7942_RS12410,pstA,2518698,2519609,-,phosphate ABC transporter permease PstA,A0A0H3K6X6,P,K02038
SYNPCC7942_RS12415,pstC,2519609,2520541,-,phosphate ABC transporter permease subunit PstC,Q31KE6,P,K02037
SYNPCC7942_RS12420,pstS,2520627,2521640,-,PstS family phosphate ABC transporter substrate-binding protein,A0A0H3K3H6,P,K02040
SYNPCC7942_RS12425,pstS,2521920,2522933,-,PstS family phosphate ABC transporter substrate-binding protein,A0A0H3KAG6,P,K02040
SYNPCC7942_RS12430,map,2523086,2523919,-,type I methionyl aminopeptidase,Q31KE3,J,K01265
SYNPCC7942_RS12435,SYNPCC7942_RS12435,2524094,2524315,+,hypothetical protein,A0A0H3K6X0,X,
SYNPCC7942_RS12440,hflX,2524464,2526071,+,GTPase HflX,Q31KE1,S,K03665
SYNPCC7942_RS12445,SYNPCC7942_RS12445,2526169,2526804,+,peroxiredoxin,Q31KE0,O,
SYNPCC7942_RS12450,SYNPCC7942_RS12450,2526976,2529291,-,AMIN domain-containing protein,Q31KD9,N,K02666
SYNPCC7942_RS12455,SYNPCC7942_RS12455,2529369,2530163,-,hypothetical protein,Q31KD8,N,K02664
SYNPCC7942_RS12460,SYNPCC7942_RS12460,2530160,2530882,-,hypothetical protein,UPI0009D751FA,N,K02663
SYNPCC7942_RS12465,pilM,2530879,2531958,-,type IV pilus assembly protein PilM,A0A0H3K3G9,N,K02662
SYNPCC7942_RS12470,SYNPCC7942_RS12470,2532100,2533374,-,adenine phosphoribosyltransferase,Q31KD5,P,"K00759,ko:K02033"
SYNPCC7942_RS12475,SYNPCC7942_RS12475,2533536,2534168,+,DUF3038 domain-containing protein,A0A0H3K465,S,
SYNPCC7942_RS12480,SYNPCC7942_RS12480,2534175,2535125,+,DUF4335 domain-containing protein,A0A0H3K6V7,M,
SYNPCC7942_RS12485,glyQ,2535240,2536118,+,glycine--tRNA ligase subunit alpha,Q31KD2,J,K01878
SYNPCC7942_RS12490,SYNPCC7942_RS12490,2536184,2538358,+,ComEC/Rec2 family competence protein,Q31KD1,S,K02238
SYNPCC7942_RS12500,SYNPCC7942_RS12500,2538622,2539710,+,hypothetical protein,A0A0H3K3G5,X,
SYNPCC7942_RS12505,dcm,2539907,2541181,-,DNA (cytosine-5-)-methyltransferase,A0A0H3KAF0,L,K00558
SYNPCC7942_RS12510,SYNPCC7942_RS12510,2541304,2542737,-,agmatine deiminase family protein,Q31KC8,E,
SYNPCC7942_RS12515,SYNPCC7942_RS12515,2542826,2544106,-,FGGY-family carbohydrate kinase,Q31KC7,G,
SYNPCC7942_RS12520,SYNPCC7942_RS12520,2544118,2545371,-,methionine adenosyltransferase,Q31KC6,H,K00789
SYNPCC7942_RS12525,SYNPCC7942_RS12525,2545468,2546166,-,N-acetylmannosamine-6-phosphate 2-epimerase,Q31KC5,G,K01788
SYNPCC7942_RS12530,SYNPCC7942_RS12530,2546335,2546586,-,hypothetical protein,Q31KC4,X,
SYNPCC7942_RS12535,SYNPCC7942_RS12535,2546850,2547557,+,response regulator transcription factor,Q31KC3,K,K02483
SYNPCC7942_RS12540,SYNPCC7942_RS12540,2547577,2548443,-,shikimate dehydrogenase,A0A0H3KAE4,E,K00014
SYNPCC7942_RS12545,dnaK,2548622,2550526,+,molecular chaperone DnaK,P50021,O,K04043
SYNPCC7942_RS12550,SYNPCC7942_RS12550,2550704,2551474,+,hypothetical protein,A0A0H3K454,M,
SYNPCC7942_RS12555,SYNPCC7942_RS12555,2551658,2552464,+,DUF502 domain-containing protein,UPI000F7F557C,S,
SYNPCC7942_RS12560,nusB,2552611,2553252,+,transcription antitermination protein NusB,Q5N1J7,K,K03625
SYNPCC7942_RS12565,ftsY,2553267,2554823,+,signal recognition particle-docking protein FtsY,A0A0H3K3P7,U,K03110
SYNPCC7942_RS12570,SYNPCC7942_RS12570,2555003,2556391,+,SpoIIE family protein phosphatase,A0A0H3K3F9,K,K07315
SYNPCC7942_RS12575,argH,2556716,2558116,+,argininosuccinate lyase,Q8GIS1,E,K01755
SYNPCC7942_RS12580,SYNPCC7942_RS12580,2558280,2558591,+,hypothetical protein,UPI00003A04E2,X,
SYNPCC7942_RS12585,SYNPCC7942_RS12585,2558588,2559484,-,TIGR01777 family protein,A0A0H3K6T7,S,K07071
SYNPCC7942_RS12590,psb28,2559500,2559874,-,photosystem II reaction center protein Psb28,A0A0H3K3P2,S,K08904
SYNPCC7942_RS13845,SYNPCC7942_RS13845,2560375,2560941,+,type II secretion system protein,Q31KB0,N,
SYNPCC7942_RS12600,SYNPCC7942_RS12600,2560946,2561848,-,hypothetical protein,A0A0H3KAD2,O,
SYNPCC7942_RS13850,SYNPCC7942_RS13850,2561836,2563068,-,hypothetical protein,A0A0H3K445,S,
SYNPCC7942_RS12610,SYNPCC7942_RS12610,2563680,2565080,-,hypothetical protein,UPI000049BB60,N,
SYNPCC7942_RS12615,SYNPCC7942_RS12615,2565297,2565989,-,hypothetical protein,A0A0H3K3N6,N,
SYNPCC7942_RS14105,SYNPCC7942_RS14105,2566135,2566728,-,hypothetical protein,UPI00000BFB4E,X,
SYNPCC7942_RS13855,SYNPCC7942_RS13855,2566725,2568305,-,hypothetical protein,Q8GIT2,N,
SYNPCC7942_RS12620,SYNPCC7942_RS12620,2568613,2568831,+,NAD(P)H-quinone oxidoreductase subunit O,Q5N1L1,C,
SYNPCC7942_RS12625,SYNPCC7942_RS12625,2568903,2569511,+,hypothetical protein,A0A0H3KAC5,X,
SYNPCC7942_RS12630,SYNPCC7942_RS12630,2569591,2569869,+,DUF29 family protein,UPI0012DE3D64,K,
SYNPCC7942_RS12635,miaA,2569964,2570884,-,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,Q8GIT6,J,K00791
SYNPCC7942_RS12640,gyrB,2571012,2572949,+,DNA topoisomerase (ATP-hydrolyzing) subunit B,A0A0H3K6S4,L,K02470
SYNPCC7942_RS12645,SYNPCC7942_RS12645,2573355,2574068,-,ABC transporter ATP-binding protein,A0A0H3K3M9,E,K01996
SYNPCC7942_RS12650,SYNPCC7942_RS12650,2574061,2574822,-,ABC transporter ATP-binding protein,A0A0H3K3E8,E,K01995
SYNPCC7942_RS12655,SYNPCC7942_RS12655,2574819,2575742,-,branched-chain amino acid ABC transporter permease,A0A0H3KAB7,E,K01998
SYNPCC7942_RS12660,SYNPCC7942_RS12660,2575746,2576687,-,branched-chain amino acid ABC transporter permease,A0A0H3K434,E,K01997
SYNPCC7942_RS12665,SYNPCC7942_RS12665,2576687,2577886,-,ABC transporter substrate-binding protein,A0A0H3K6R9,E,K01999
SYNPCC7942_RS12670,SYNPCC7942_RS12670,2577916,2578371,-,nucleoside-diphosphate kinase,UPI000012FECB,F,K00940
SYNPCC7942_RS12675,SYNPCC7942_RS12675,2578471,2579715,-,flotillin,A0A0H3K3M6,S,K07192
SYNPCC7942_RS12680,SYNPCC7942_RS12680,2579715,2581055,-,flotillin family protein,A0A0H3K3E6,S,K07192
SYNPCC7942_RS12685,SYNPCC7942_RS12685,2581096,2581716,-,hypothetical protein,A0A0H3KAB1,X,
SYNPCC7942_RS12690,SYNPCC7942_RS12690,2581939,2583003,+,3-deoxy-7-phosphoheptulonate synthase,A0A0H3K412,E,K01626
SYNPCC7942_RS12695,SYNPCC7942_RS12695,2583000,2584313,-,hypothetical protein,Q31K87,S,
SYNPCC7942_RS12700,SYNPCC7942_RS12700,2584495,2585460,-,protochlorophyllide reductase,Q935X4,C,K00218
SYNPCC7942_RS12705,SYNPCC7942_RS12705,2585668,2586141,-,hypothetical protein,A0A0H3K3C4,X,
SYNPCC7942_RS12710,SYNPCC7942_RS12710,2586130,2586786,+,methyltransferase domain-containing protein,A0A0H3KA71,S,K00588
SYNPCC7942_RS12715,SYNPCC7942_RS12715,2586799,2587497,-,phosphoadenylyl-sulfate reductase,Q55309,C,K00390
SYNPCC7942_RS12720,SYNPCC7942_RS12720,2587537,2587797,-,hypothetical protein,Q31K82,X,
SYNPCC7942_RS12725,SYNPCC7942_RS12725,2588028,2589224,+,NAD(P)/FAD-dependent oxidoreductase,A0A0H3K6N6,C,K03885
SYNPCC7942_RS12730,SYNPCC7942_RS12730,2589234,2589887,+,HAD family hydrolase,A0A0H3K3J7,S,K07025
SYNPCC7942_RS12735,infA,2589959,2590171,+,translation initiation factor IF-1,A0A0H3K3B9,J,K02518
SYNPCC7942_RS12740,SYNPCC7942_RS12740,2590256,2590759,-,SRPBCC family protein,Q935Y1,S,
SYNPCC7942_RS12745,rimO,2590765,2592123,-,30S ribosomal protein S12 methylthiotransferase RimO,Q935Y2,J,K14441
SYNPCC7942_RS12755,SYNPCC7942_RS12755,2592306,2593169,+,BtpA/SgcQ family protein,UPI00003A04ED,S,K06971
SYNPCC7942_RS12760,argF,2593241,2594158,+,ornithine carbamoyltransferase,Q5N1N8,E,K00611
SYNPCC7942_RS12765,SYNPCC7942_RS12765,2594192,2596459,-,ATP-dependent helicase,A0A0H3K6M9,L,K03657
SYNPCC7942_RS12775,SYNPCC7942_RS12775,2596719,2596958,-,hypothetical protein,Q31K73,X,
SYNPCC7942_RS12780,SYNPCC7942_RS12780,2597031,2597729,-,hypothetical protein,A0A0H3K3J0,M,
SYNPCC7942_RS12785,glgA,2597751,2599148,-,glycogen synthase GlgA,Q935Y7,F,K00703
SYNPCC7942_RS12790,SYNPCC7942_RS12790,2599191,2601704,-,EAL domain-containing protein,UPI0005857269,T,K21024
SYNPCC7942_RS12795,SYNPCC7942_RS12795,2601979,2602689,-,LOG family protein,Q31K69,S,K06966
SYNPCC7942_RS12800,SYNPCC7942_RS12800,2602698,2604026,-,PhoH family protein,Q935Z1,T,K07175
SYNPCC7942_RS12805,SYNPCC7942_RS12805,2604084,2605010,-,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,Q935Z2,I,K00057
SYNPCC7942_RS14110,SYNPCC7942_RS14110,2605123,2605266,+,hypothetical protein,UPI0012DF0730,X,
SYNPCC7942_RS12815,SYNPCC7942_RS12815,2605278,2606702,+,trigger factor,Q935Z3,D,K03545
SYNPCC7942_RS12820,clpP,2606794,2607516,+,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,O34125,O,K01358
SYNPCC7942_RS12825,clpX,2607529,2608878,+,ATP-dependent protease ATP-binding subunit ClpX,O34126,O,K03544
SYNPCC7942_RS12830,SYNPCC7942_RS12830,2608875,2609717,+,alpha/beta hydrolase,A0A0H3K6M4,I,
SYNPCC7942_RS12835,SYNPCC7942_RS12835,2609741,2610427,+,hypothetical protein,Q31K61,K,
SYNPCC7942_RS12840,SYNPCC7942_RS12840,2610753,2611037,-,DUF4278 domain-containing protein,Q31K60,X,
SYNPCC7942_RS12845,rpsB,2611383,2612138,+,30S ribosomal protein S2,Q31K59,J,K02967
SYNPCC7942_RS12850,tsf,2612241,2612906,+,translation elongation factor Ts,Q31K58,J,K02357
SYNPCC7942_RS12855,SYNPCC7942_RS12855,2612990,2613889,-,alpha/beta fold hydrolase,Q31K57,I,
SYNPCC7942_RS12860,SYNPCC7942_RS12860,2613998,2614378,+,hypothetical protein,A0A0H3KA45,X,
SYNPCC7942_RS12865,SYNPCC7942_RS12865,2614395,2615711,-,sensor domain-containing diguanylate cyclase,UPI000049BC74,T,
SYNPCC7942_RS12870,SYNPCC7942_RS12870,2615904,2619110,+,diguanylate cyclase,UPI00003A04FF,T,
SYNPCC7942_RS12875,SYNPCC7942_RS12875,2619093,2619626,-,DnaJ domain-containing protein,Q31K53,O,
SYNPCC7942_RS12880,SYNPCC7942_RS12880,2619632,2620231,-,ATP-dependent Clp protease proteolytic subunit,Q5N1Q7,O,K01358
SYNPCC7942_RS12885,SYNPCC7942_RS12885,2620274,2620960,-,ATP-dependent Clp protease proteolytic subunit,A0A0H3K3A7,O,K01358
SYNPCC7942_RS12890,SYNPCC7942_RS12890,2621102,2621656,-,thioredoxin family protein,UPI000F7D8F31,C,
SYNPCC7942_RS12895,SYNPCC7942_RS12895,2621837,2622298,-,multicopper oxidase domain-containing protein,A0A0H3K3Y2,P,
SYNPCC7942_RS12900,rplS,2622404,2622766,+,50S ribosomal protein L19,Q31K48,J,K02884
SYNPCC7942_RS12915,SYNPCC7942_RS12915,2623378,2623725,-,c-type cytochrome,A0A0H3K6K8,C,K08906
SYNPCC7942_RS12920,SYNPCC7942_RS12920,2623742,2624449,-,uracil-DNA glycosylase,A0A0H3K3H1,L,K21929
SYNPCC7942_RS12925,SYNPCC7942_RS12925,2624479,2624868,-,glyoxalase/bleomycin resistance/dioxygenase family protein,A0A0H3K3A3,E,
SYNPCC7942_RS12930,SYNPCC7942_RS12930,2624982,2626160,+,pyridoxal phosphate-dependent aminotransferase,A0A0H3KA26,E,K00812
SYNPCC7942_RS12935,SYNPCC7942_RS12935,2626237,2626956,+,hypothetical protein,A0A0H3K3X6,E,
SYNPCC7942_RS12940,SYNPCC7942_RS12940,2627005,2627325,+,hypothetical protein,A0A0H3K6J9,X,
SYNPCC7942_RS12945,leuD,2627423,2628031,+,3-isopropylmalate dehydratase small subunit,A0A0H3K3G4,E,K01704
SYNPCC7942_RS12950,SYNPCC7942_RS12950,2628104,2628358,-,hypothetical protein,Q31K40,X,
SYNPCC7942_RS12955,SYNPCC7942_RS12955,2628487,2629560,+,ATP-binding protein,A0A0H3K399,L,
